Joint Number,Joint Length [ft],WT [in],"Distance to U/S GW 
[ft]","Distance to D/S GW 
[ft]","ILI Wheel Count 
[ft.]",Event Description,ID/OD,"Metal Loss Depth 
[%]","Metal Loss Depth 
[in]","Metal Loss Depth + Tolerance
[%]",Dimension Classification,"Metal Loss Depth Tolerance [%] 
(includes seamless and HAZ and modified specs)","Dent Depth
 [%]","Dent Depth
 [in]","Is any part of the dent affecting the top of the pipe? 
[Y/N]",Length [in],Width [in],"O'clock
[hh:mm]",Comments,Anomalies per Joint,"Was anomaly sizing reviewed by analyst? 
[Y/N]","Was anomaly sizing/dimensions manually changed? 
[Y/N]","Magnetization Level 
[kA/m] for MFL survey 
or 
Actual WT [in] for UT Survey",Elevation [ft],"Seam Position
[hh:mm]","Distance To Seam Weld 
[in]",Tool,Evaluation Pressure [PSI],SMYS [PSI],Pipe Type,"Pipe Diameter (O.D.) 
[in.]",Pdesign [PSI],"Mod B31G Psafe 
[PSI]",Mod B31G Pburst [PSI],"Mod B31G Psafe Pressure with Tolerance
[PSI]","Mod B31G Pburst Pressure with Tolerance
[PSI]",Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,Length Tolerance [in],Width Tolerance [in],clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification,distance_m_aligned_to_2015
15170,40.328,0.344,,,54379.482,End Sleeve,,,,,,,,,,,,,2012 DIG 38 SLEEVE END,0,,,5.97,118.54,10:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15170,40.328,0.344,,,54379.898,End Repair Marker,,,,,,,,,,,,,REPAIR MARKER 2012 DiIG 38 RECOAT END,0,,,5.97,118.596,10:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15180,8.179,0.344,,,54387.72,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,119.653,01:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15190,40.289,0.344,,,54395.902,Girth Weld,,,,,,,,,,,,,GIRTH WELD,4,,,5.97,120.129,02:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15190,40.289,0.344,35.548,4.744,54431.447,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,1.9,3.0,10:22:00,EXT ML,4,N,N,5.97,122.774,02:04,23.248,CMFL,1025,65000,E.R. WELD,24,1341.6,1517.6,2107.7,1483.2,2060.0,1511.2,2098.9,0.676,1.132,1.0,1.2,300.0,10.8350304,ft,48.26,in,76.19999999999999,in,17.0,300.0,gene,True,True,True,4062.437809934349
15190,40.289,0.344,36.04,4.249,54431.942,Metal Loss,External,11.0,0.038,26.0,AXGR,20.0,,,,3.1,1.0,10:28:00,EXT ML,4,N,N,5.97,122.813,02:04,22.619,CMFL,1025,65000,E.R. WELD,24,1341.6,1510.1,2097.3,1447.8,2010.9,1502.8,2087.2,0.679,1.126,1.0,1.2,300.0,10.984992,ft,78.74,in,25.4,in,11.0,300.0,axgr,True,True,True,4124.603998976263
15190,40.289,0.344,37.628,2.661,54433.53,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,7.0,1.7,10:37:00,EXT ML,4,N,N,5.97,122.937,02:04,21.572,CMFL,1025,65000,E.R. WELD,24,1341.6,1473.5,2046.6,1352.3,1878.2,1459.7,2027.4,0.696,1.099,1.0,1.2,300.0,11.4690144,ft,177.79999999999998,in,43.18,in,10.0,300.0,gene,True,True,True,4325.254218892036
15190,40.289,0.344,38.655,1.634,54434.557,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,3.9,1.3,10:36:00,EXT ML,4,N,N,5.97,123.017,02:04,21.782,CMFL,1025,65000,E.R. WELD,24,1341.6,1449.8,2013.6,1356.3,1883.7,1429.6,1985.6,0.707,1.079,1.0,1.2,300.0,11.782044,ft,99.05999999999999,in,33.019999999999996,in,21.0,300.0,gene,True,True,True,4455.019820814894
15200,40.148,0.344,,,54436.191,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,123.145,09:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15200,40.148,0.344,18.835,21.312,54455.026,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,9.0,4.8,04:54:00,EXT ML,1,N,N,5.97,125.693,09:40,30.578,CMFL,1025,65000,E.R. WELD,24,1341.6,1430.4,1986.7,1288.2,1789.1,1417.2,1968.3,0.717,1.065,1.0,1.2,120.0,5.740908,ft,228.6,in,121.91999999999999,in,14.0,120.0,gene,True,True,True,1950.682693150778
15210,40.315,0.344,,,54476.339,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,128.761,10:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15210,40.315,0.344,,,54481.581,Start Repair Marker,,,,,,,,,,,,,REPAIR MARKER START,0,,,5.97,129.811,10:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15210,40.315,0.344,,,54482.448,Start Sleeve,,,,,,,,,,,,,2012 DIG 39 SLEEVE START,0,,,5.97,130.029,10:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15210,40.315,0.344,,,54484.459,End Sleeve,,,,,,,,,,,,,2012 DIG 39 SLEEVE END,0,,,5.97,130.534,10:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15210,40.315,0.344,,,54485.075,End Repair Marker,,,,,,,,,,,,,REPAIR MARKER END,0,,,5.97,130.689,10:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15220,40.036,0.344,,,54516.65,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,138.623,03:48,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15220,40.036,0.344,,,54528.783,Field Bend,,,,,,,,,,,,,BEND-COLD UNDER,0,,,5.97,142.286,03:48,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15230,40.246,0.344,,,54556.686,Girth Weld,,,,,,,,,,,,,GIRTH WELD,2,,,5.97,151.076,01:44,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15230,40.246,0.344,8.855,31.394,54565.538,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,2.4,1.9,05:51:00,EXT ML,2,N,N,5.97,154.095,01:44,25.97,CMFL,1025,65000,E.R. WELD,24,1341.6,1490.7,2070.4,1438.6,1998.1,1478.2,2053.1,0.688,1.111,1.0,1.2,150.0,2.6990040000000004,ft,60.959999999999994,in,48.26,in,22.0,150.0,gene,True,True,True,689.6693463249517
15230,40.246,0.344,8.914,31.335,54565.597,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,1.5,1.3,04:56:00,EXT ML,2,N,N,5.97,154.116,01:44,20.106,CMFL,1025,65000,E.R. WELD,24,1341.6,1521.7,2113.4,1496.2,2078.1,1515.9,2105.4,0.674,1.134,1.0,1.2,120.0,2.7169872,ft,38.099999999999994,in,33.019999999999996,in,22.0,120.0,gene,True,True,True,697.1242348482706
15230,40.246,0.344,,,54576.959,Field Bend,,,,,,,,,,,,,BEND-COLD UNDER,2,,,5.97,158.107,01:44,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15230,40.246,0.344,,,54595.525,Start Repair Marker,,,,,,,,,,,,,REPAIR MARKER 2012 DIG 40 RECOAT START,2,,,5.97,164.629,01:44,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15240,34.393,0.344,,,54596.932,Girth Weld,,,,,,,,,,,,,GIRTH WELD,2,,,5.97,165.123,10:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15240,34.393,0.344,0.722,33.671,54597.654,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,4.3,4.5,06:02:00,EXT ML,2,N,N,5.97,165.377,10:36,27.437,CMFL,1025,65000,E.R. WELD,24,1341.6,1430.1,1986.2,1332.7,1850.9,1441.5,2002.1,0.717,1.067,1.0,1.2,180.0,0.2200656,ft,109.21999999999998,in,114.3,in,22.0,180.0,gene,True,True,True,-337.96808350815945
15240,34.393,0.344,0.758,33.635,54597.69,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,1.6,2.2,04:51:00,EXT ML,2,N,N,5.97,165.389,10:36,36.024,CMFL,1025,65000,E.R. WELD,24,1341.6,1512.7,2100.9,1482.1,2058.5,1504.6,2089.7,0.678,1.128,1.0,1.2,120.0,0.2310384,ft,40.64,in,55.88,in,25.0,120.0,gene,True,True,True,-333.4193379685072
15240,34.393,0.344,,,54598.038,End Repair Marker,,,,,,,,,,,,,REPAIR MARKER 2012 DIG 40 RECOAT END,2,,,5.97,165.512,10:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15250,40.187,0.344,,,54631.325,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,177.777,09:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15250,40.187,0.344,,,54639.383,Field Bend,,,,,,,,,,,,,BEND-COLD UNDER,0,,,5.97,180.897,09:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15260,40.108,0.344,,,54671.512,Girth Weld,,,,,,,,,,,,,GIRTH WELD,3,,,5.97,193.594,01:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15260,40.108,0.344,3.993,36.115,54675.505,Seam Weld Manufacturing Anomaly,,,,,,,,,,3.9,,01:14:00,SWA,3,N,N,5.97,195.17,01:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,30.0,1.2170664,ft,99.05999999999999,in,,in,,30.0,,True,False,False,75.33599038635742
15260,40.108,0.344,6.457,33.652,54677.969,Seam Weld Manufacturing Anomaly,,,,,,,,,,4.8,,01:15:00,SWA,3,N,N,5.97,196.14,01:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,30.0,1.9680936,ft,121.91999999999999,in,,in,,30.0,,True,False,False,386.67235176700234
15260,40.108,0.344,8.757,31.355,54680.266,Seam Weld Manufacturing Anomaly,,,,,,,,,,4.8,,01:14:00,SWA,3,N,N,5.97,197.043,01:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,30.0,2.6691336,ft,121.91999999999999,in,,in,,30.0,,True,False,False,677.2866501336757
15270,40.328,0.344,,,54711.621,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,209.378,02:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15270,40.328,0.344,,,54730.118,Field Bend,,,,,,,,,,,,,BEND-COLD OVER,0,,,5.97,213.713,02:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15270,40.328,0.344,,,54750.866,Start Repair Marker,,,,,,,,,,,,,REPAIR MARKER 2012 DIG 41 RECOAT START,0,,,5.97,218.061,02:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15280,31.473,0.344,,,54751.949,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,218.288,06:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15280,31.473,0.344,,,54753.192,End Repair Marker,,,,,,,,,,,,,REPAIR MARKER 2012 DIG 41 RECOAT END,1,,,5.97,218.549,06:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15280,31.473,0.344,22.073,9.4,54774.022,Seam Weld Manufacturing Anomaly,,,,,,,,,,4.3,,06:24:00,SWA,1,N,N,5.97,220.204,06:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,180.0,6.7278504,ft,109.21999999999998,in,,in,,180.0,,True,False,False,2359.817083633947
15290,40.259,0.344,,,54783.422,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,220.873,07:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15290,40.259,0.344,,,54810.761,Field Bend,,,,,,,,,,,,,BEND-COLD OVER,0,,,5.97,221.92,07:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15300,40.0,0.344,,,54823.681,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,222.373,09:08,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15310,40.197,0.344,,,54863.678,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,222.488,10:48,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15320,40.075,0.344,,,54903.878,Girth Weld,,,,,,,,,,,,,GIRTH WELD,3,,,5.97,222.49,11:28,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15320,40.075,0.344,11.224,28.848,54915.102,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,4.8,1.6,10:58:00,EXT ML,3,N,N,5.97,222.473,11:28,3.142,CMFL,1025,65000,E.R. WELD,24,1341.6,1489.0,2068.0,1393.3,1935.2,1477.8,2052.5,0.688,1.109,1.0,1.2,300.0,3.4210752,ft,121.91999999999999,in,40.64,in,11.0,300.0,gene,True,True,True,989.0020736426252
15320,40.075,0.344,19.311,20.761,54923.189,Seam Weld Manufacturing Anomaly,,,,,,,,,,11.5,,11:30:00,SWA,3,N,N,5.97,222.456,11:28,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,330.0,5.8859928,ft,292.09999999999997,in,,in,,330.0,,True,False,False,2010.8272175084026
15320,40.075,0.344,20.666,19.406,54924.544,Seam Weld Manufacturing Anomaly,,,,,,,,,,8.6,,11:29:00,SWA,3,N,N,5.97,222.454,11:28,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,330.0,6.2989968,ft,218.43999999999997,in,,in,,330.0,,True,False,False,2182.0369454592037
15330,40.18,0.344,,,54943.95,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,222.415,10:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15340,40.039,0.344,,,54984.134,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,222.138,02:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15340,40.039,0.344,7.215,32.825,54991.348,Seam Weld Manufacturing Anomaly,,,,,,,,,,4.4,,02:45:00,SWA,1,N,N,5.97,222.133,02:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,60.0,2.199132,ft,111.76,in,,in,,60.0,,True,False,False,482.4487161852365
15340,40.039,0.344,,,54995.486,Field Bend,,,,,,,,,,,,,BEND-COLD UNDER,1,,,5.97,222.144,02:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15350,40.236,0.344,,,55024.173,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,222.223,03:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15360,40.082,0.344,,,55064.409,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,222.127,08:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15370,40.095,0.344,,,55104.491,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,221.782,09:16,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15370,40.095,0.344,,,55108.652,Field Bend,,,,,,,,,,,,,BEND-COLD UNDER,0,,,5.97,221.794,09:16,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15380,39.997,0.344,,,55144.587,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,222.52,11:48,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15390,40.246,0.344,,,55184.583,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,223.433,12:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15400,40.112,0.344,,,55224.829,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,224.484,11:28,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15410,40.167,0.344,,,55264.944,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,225.957,12:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15420,40.102,0.344,,,55305.108,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,227.438,12:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15430,40.167,0.344,,,55345.21,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,229.003,11:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15440,40.043,0.344,,,55385.381,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,230.657,12:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15440,40.043,0.344,14.662,25.381,55400.039,Seam Weld Manufacturing Anomaly,,,,,,,,,,2.9,,11:51:00,SWA,1,N,N,5.97,231.192,12:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,330.0,4.4689776000000005,ft,73.66,in,,in,,330.0,,True,False,False,1423.4072726794182
15450,40.174,0.344,,,55425.42,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,232.091,12:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15460,40.039,0.344,,,55465.597,Girth Weld,,,,,,,,,,,,,GIRTH WELD,2,,,5.97,233.409,12:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15460,40.039,0.344,4.8,35.24,55470.397,Seam Weld Manufacturing Anomaly,,,,,,,,,,18.6,,12:06:00,SWA,2,N,N,5.97,233.575,12:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,0.0,1.4630400000000001,ft,472.44,in,,in,,0.0,,True,False,False,177.30370290022944
15460,40.039,0.344,7.933,32.106,55473.53,Seam Weld Manufacturing Anomaly,,,,,,,,,,10.0,,12:08:00,SWA,2,N,N,5.97,233.69,12:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,0.0,2.4179784,ft,254.0,in,,in,,0.0,,True,False,False,573.1709188927457
15470,40.082,0.344,,,55505.636,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,234.868,12:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15470,40.082,0.344,,,55513.54,Field Bend,,,,,,,,,,,,,BEND-COLD OVER,0,,,5.97,235.049,12:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15480,40.059,0.344,,,55545.715,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,235.579,02:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15480,40.059,0.344,,,55557.575,AGM,,,,,,,,,,,,,AGM 26 - AT LINE MARKER ON RIGHT OF WAY,0,,,5.97,235.62,02:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15490,40.184,0.344,,,55585.774,Girth Weld,,,,,,,,,,,,,GIRTH WELD,2,,,5.97,235.62,01:08,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15490,40.184,0.344,1.165,39.019,55586.936,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,5.4,4.0,01:29:00,EXT ML ( NEAR SW ),2,N,N,5.97,235.62,01:08,1.257,CMFL,1025,65000,E.R. WELD,24,1341.6,1413.3,1962.9,1297.3,1801.8,1447.3,2010.1,0.725,1.054,1.0,1.2,30.0,0.355092,ft,137.16,in,101.6,in,21.0,30.0,gene,True,True,True,-281.99324256188277
15490,40.184,0.344,38.635,1.549,55624.406,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,9.7,2.1,01:29:00,EXT ML,2,N,N,5.97,235.386,01:08,2.304,CMFL,1025,65000,E.R. WELD,24,1341.6,1436.8,1995.6,1290.3,1792.1,1416.2,1967.0,0.713,1.069,1.0,1.2,30.0,11.775948,ft,246.37999999999997,in,53.339999999999996,in,13.0,30.0,gene,True,True,True,4452.492739959531
15500,40.013,0.344,,,55625.955,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,235.376,07:08,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15500,40.013,0.344,,,55639.062,Field Bend,,,,,,,,,,,,,BEND-COLD OVER,0,,,5.97,235.089,07:08,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15510,40.22,0.344,,,55665.971,Girth Weld,,,,,,,,,,,,,GIRTH WELD,3,,,5.97,234.404,08:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15510,40.22,0.344,5.636,34.58,55671.608,Seam Weld Manufacturing Anomaly,,,,,,,,,,11.3,,08:38:00,SWA,3,N,N,5.97,234.235,08:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,240.0,1.7178528000000002,ft,287.02,in,,in,,240.0,,True,False,False,282.93568265437676
15510,40.22,0.344,8.652,31.565,55674.623,Seam Weld Manufacturing Anomaly,,,,,,,,,,10.6,,08:38:00,SWA,3,N,N,5.97,234.133,08:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,240.0,2.6371295999999997,ft,269.23999999999995,in,,in,,240.0,,True,False,False,664.0194756430233
15510,40.22,0.344,22.27,17.946,55688.241,Seam Weld Manufacturing Anomaly,,,,,,,,,,11.0,,08:37:00,SWA,3,N,N,5.97,233.676,08:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,240.0,6.787896,ft,279.4,in,,in,,240.0,,True,False,False,2384.7088300592663
15520,40.079,0.344,,,55706.188,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,233.074,10:48,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15530,40.177,0.344,,,55746.266,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,231.33,09:16,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15540,40.013,0.344,,,55786.444,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,228.463,08:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15550,33.228,0.344,,,55826.457,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,224.989,07:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15550,33.228,0.344,,,55836.066,Field Bend,,,,,,,,,,,,,BEND-COLD UNDER,0,,,5.97,224.215,07:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15560,40.0,0.344,,,55859.685,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,222.374,11:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15560,40.0,0.344,,,55881.614,Tap,,,,,,,,,,,,12:00:00,1.5 IN OFFTAKE-WELDOLET,1,,,5.97,220.786,11:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,0.0,,ft,,in,,in,,0.0,,False,False,False,
15560,40.0,0.344,37.687,2.313,55897.372,Seam Weld Manufacturing Anomaly,,,,,,,,,,7.2,,11:36:00,SWA,1,N,N,5.97,219.655,11:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,330.0,11.4869976,ft,182.88,in,,in,,330.0,,True,False,False,4332.709107415355
15570,40.223,0.344,,,55899.685,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,219.489,10:48,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15580,40.02,0.344,,,55939.908,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,216.702,04:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15590,40.164,0.344,,,55979.928,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,214.017,01:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15590,40.164,0.344,,,55987.005,Field Bend,,,,,,,,,,,,,BEND-COLD OVER,0,,,5.97,213.284,01:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15600,36.076,0.344,,,56020.092,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,209.198,02:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
