J. no.,J. len [ft],t [in],to u/s w. [ft],log dist. [ft],Height [ft],event,depth [%],ID Reduction [%],length [in],width [in],P2 Burst / MOP,o'clock,internal,comment,clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification
11990.0,29.33,0.344,,43075.2,689.4811,Girth Weld,,,,,,,,,,13129.32096,ft,,in,,in,,,weld,False,False,True
12000.0,6.66,0.344,,43104.53,688.134,Girth Weld,,,,,,,,,,13138.260744000001,ft,,in,,in,,,weld,False,False,True
12010.0,39.94,0.344,,43111.19,687.829,Girth Weld,,,,,,,,,,13140.290712000002,ft,,in,,in,,,weld,False,False,True
12020.0,19.63,0.344,,43151.13,686.0757,Girth Weld,,,,,,,,,,13152.464424,ft,,in,,in,,,weld,False,False,True
12030.0,10.39,0.5,,43170.76,685.23,Girth Weld,,,,,,,,"0.500""",,13158.447648000001,ft,,in,,in,,,weld,False,False,True
,,,,43176.04,684.9935,Bend,,,,,,,,5.9D - 28° - Sag,,13160.056992000002,ft,,in,,in,,,bend,False,False,True
12040.0,35.62,0.344,,43181.15,684.753,Girth Weld,,,,,,,,"0.344""",,13161.614520000001,ft,,in,,in,,,weld,False,False,True
12050.0,40.03,0.344,,43216.77,682.5123,Girth Weld,,,,,,,,,,13172.471496,ft,,in,,in,,,weld,False,False,True
12060.0,39.96,0.344,,43256.8,679.2587,Girth Weld,,,,,,,,,,13184.67264,ft,,in,,in,,,weld,False,False,True
12070.0,39.93,0.344,,43296.76,680.6947,Girth Weld,,,,,,,,,,13196.852448000001,ft,,in,,in,,,weld,False,False,True
12080.0,40.03,0.344,,43336.69,684.9046,Girth Weld,,,,,,,,,,13209.023112,ft,,in,,in,,,weld,False,False,True
12090.0,40.01,0.344,,43376.72,689.1197,Girth Weld,,,,,,,,,,13221.224256000001,ft,,in,,in,,,weld,False,False,True
12100.0,39.91,0.344,,43416.72,692.2795,Girth Weld,,,,,,,,,,13233.416256,ft,,in,,in,,,weld,False,False,True
12110.0,39.94,0.344,,43456.64,695.112,Girth Weld,,,,,,,,,,13245.583872000001,ft,,in,,in,,,weld,False,False,True
12120.0,20.47,0.344,,43496.58,697.718,Girth Weld,,,,,,,,,,13257.757584,ft,,in,,in,,,weld,False,False,True
12130.0,40.11,0.344,,43517.05,699.0309,Girth Weld,,,,,,,,,,13263.996840000002,ft,,in,,in,,,weld,False,False,True
12140.0,39.96,0.344,,43557.15,700.9822,Girth Weld,,,,,,,,,,13276.219320000002,ft,,in,,in,,,weld,False,False,True
12150.0,39.48,0.344,,43597.12,701.6467,Girth Weld,,,,,,,,,,13288.402176000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.77,43597.89,701.6441,Cluster,14.0,,2.4,7.67,,04:45:00,NO,,120.0,13288.636872000001,ft,60.959999999999994,in,194.81799999999998,in,14.0,120.0,cluster,True,True,True
12160.0,40.09,0.344,,43636.59,701.0828,Girth Weld,,,,,,,,,,13300.432632,ft,,in,,in,,,weld,False,False,True
,,0.344,-39.27,43675.86,700.3919,Cluster,10.0,,2.64,4.11,,06:00:00,NO,,180.0,13312.402128000002,ft,67.056,in,104.394,in,10.0,180.0,cluster,True,True,True
12170.0,40.03,0.344,,43676.68,700.3778,Girth Weld,,,,,,,,,,13312.652064,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.8,43677.48,700.3641,Cluster,16.0,,1.32,7.54,,04:36:00,NO,,120.0,13312.895904,ft,33.528,in,191.516,in,16.0,120.0,cluster,True,True,True
12180.0,27.92,0.344,,43716.71,699.6903,Girth Weld,,,,,,,,,,13324.853208,ft,,in,,in,,,weld,False,False,True
12190.0,40.03,0.344,,43744.64,699.158,Girth Weld,,,,,,,,,,13333.366272000001,ft,,in,,in,,,weld,False,False,True
12200.0,40.02,0.344,,43784.67,699.3824,Girth Weld,,,,,,,,,,13345.567416,ft,,in,,in,,,weld,False,False,True
12210.0,39.92,0.344,,43824.68,700.1649,Girth Weld,,,,,,,,,,13357.762464000001,ft,,in,,in,,,weld,False,False,True
12220.0,39.93,0.344,,43864.61,700.9767,Girth Weld,,,,,,,,,,13369.933128,ft,,in,,in,,,weld,False,False,True
12230.0,39.85,0.344,,43904.53,701.769,Girth Weld,,,,,,,,,,13382.100744000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-20.73,43925.26,701.9519,metal loss-manufacturing anomaly,15.0,,2.32,0.59,,07:51:00,,,210.0,13388.419248000002,ft,58.92799999999999,in,14.985999999999999,in,15.0,210.0,corrosion,True,True,True
,,0.344,-24.44,43928.97,701.9672,metal loss-manufacturing anomaly,14.0,,3.03,0.71,,09:08:00,,,270.0,13389.550056000002,ft,76.96199999999999,in,18.034,in,14.0,270.0,corrosion,True,True,True
,,0.344,-25.96,43930.49,701.9641,metal loss-manufacturing anomaly,13.0,,3.46,0.94,,09:33:00,,,270.0,13390.013352,ft,87.884,in,23.875999999999998,in,13.0,270.0,corrosion,True,True,True
,,0.344,-25.98,43930.51,701.964,metal loss-manufacturing anomaly,27.0,,3.42,0.55,,09:23:00,,,270.0,13390.019448000001,ft,86.868,in,13.97,in,27.0,270.0,corrosion,True,True,True
12240.0,40.18,0.344,,43944.39,701.9041,Girth Weld,,,,,,,,,,13394.250072,ft,,in,,in,,,weld,False,False,True
,,0.344,-5.46,43949.85,701.8126,metal loss,13.0,,1.58,1.42,,02:25:00,NO,,60.0,13395.91428,ft,40.132,in,36.068,in,13.0,60.0,corrosion,True,True,True
,,0.344,-5.91,43950.29,701.8019,metal loss,10.0,,1.65,2.48,,02:28:00,NO,,60.0,13396.048392,ft,41.91,in,62.992,in,10.0,60.0,corrosion,True,True,True
,,0.344,-9.79,43954.18,701.7088,Cluster,13.0,,1.81,2.93,,09:26:00,NO,,270.0,13397.234064,ft,45.974,in,74.422,in,13.0,270.0,cluster,True,True,True
,,0.344,-11.93,43956.32,701.6575,Cluster,11.0,,2.28,1.91,,02:15:00,NO,,60.0,13397.886336000001,ft,57.91199999999999,in,48.513999999999996,in,11.0,60.0,cluster,True,True,True
,,0.344,-12.36,43956.74,701.6473,Cluster,12.0,,5.46,5.22,,01:43:00,NO,,30.0,13398.014352,ft,138.684,in,132.588,in,12.0,30.0,cluster,True,True,True
,,0.344,-13.09,43957.47,701.6297,metal loss,12.0,,2.4,1.93,,02:21:00,NO,,60.0,13398.236856000001,ft,60.959999999999994,in,49.022,in,12.0,60.0,corrosion,True,True,True
,,0.344,-15.5,43959.89,701.5719,metal loss,12.0,,3.35,0.83,,09:25:00,NO,,270.0,13398.974472,ft,85.09,in,21.081999999999997,in,12.0,270.0,corrosion,True,True,True
,,0.344,-18.37,43962.76,701.504,metal loss,10.0,,2.24,1.42,,02:21:00,NO,,60.0,13399.849248,ft,56.896,in,36.068,in,10.0,60.0,corrosion,True,True,True
,,0.344,-37.18,43981.57,700.8596,metal loss,11.0,,0.87,1.18,,05:14:00,YES,,150.0,13405.582536,ft,22.098,in,29.971999999999998,in,11.0,150.0,corrosion,True,True,True
12250.0,40.0,0.344,,43984.57,700.7119,Girth Weld,,,,,,,,,,13406.496936000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.71,43985.28,700.6769,Cluster,16.0,,3.58,7.42,,10:38:00,NO,,300.0,13406.713344,ft,90.932,in,188.468,in,16.0,300.0,cluster,True,True,True
12260.0,31.12,0.344,,44024.57,698.2204,Girth Weld,,,,,,,,,,13418.688936,ft,,in,,in,,,weld,False,False,True
12270.0,39.97,0.344,,44055.69,697.6535,Girth Weld,,,,,,,,,,13428.174312000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.62,44056.31,697.6612,metal loss,13.0,,5.04,0.59,,07:15:00,YES,,210.0,13428.363288,ft,128.016,in,14.985999999999999,in,13.0,210.0,corrosion,True,True,True
,,0.344,-0.73,44056.42,697.6626,Cluster,30.0,,1.85,10.89,1.82,05:04:00,YES,,150.0,13428.396816,ft,46.99,in,276.606,in,30.0,150.0,cluster,True,True,True
12280.0,39.9,0.344,,44095.66,698.9577,Girth Weld,,,,,,,,,,13440.357168000002,ft,,in,,in,,,weld,False,False,True
,,0.344,-5.25,44100.91,699.1291,Cluster,23.0,,10.97,12.82,1.62,05:42:00,YES,,150.0,13441.957368000001,ft,278.638,in,325.628,in,23.0,150.0,cluster,True,True,True
,,0.344,-38.94,44134.6,699.8636,Cluster,26.0,,2.95,9.22,1.77,04:16:00,NO,,120.0,13452.22608,ft,74.93,in,234.18800000000002,in,26.0,120.0,cluster,True,True,True
12290.0,39.97,0.344,,44135.55,699.8808,Girth Weld,,,,,,,,,,13452.515640000001,ft,,in,,in,,,weld,False,False,True
12300.0,40.01,0.344,,44175.53,700.3976,Girth Weld,,,,,,,,,,13464.701544,ft,,in,,in,,,weld,False,False,True
,,0.344,-38.93,44214.46,700.6012,Cluster,25.0,,4.15,10.91,1.73,03:44:00,NO,,90.0,13476.567408,ft,105.41,in,277.114,in,25.0,90.0,cluster,True,True,True
12310.0,40.01,0.344,,44215.54,700.6022,Girth Weld,,,,,,,,,,13476.896592000001,ft,,in,,in,,,weld,False,False,True
12320.0,40.01,0.344,,44255.55,700.5637,Girth Weld,,,,,,,,,,13489.091640000002,ft,,in,,in,,,weld,False,False,True
12330.0,39.99,0.344,,44295.57,700.4623,Girth Weld,,,,,,,,,,13501.289736,ft,,in,,in,,,weld,False,False,True
12340.0,39.99,0.344,,44335.56,700.2381,Girth Weld,,,,,,,,,,13513.478688,ft,,in,,in,,,weld,False,False,True
12350.0,40.03,0.344,,44375.54,700.0114,Girth Weld,,,,,,,,,,13525.664592000001,ft,,in,,in,,,weld,False,False,True
12360.0,40.01,0.344,,44415.58,699.7335,Girth Weld,,,,,,,,,,13537.868784000002,ft,,in,,in,,,weld,False,False,True
12370.0,40.03,0.344,,44455.58,699.4386,Girth Weld,,,,,,,,,,13550.060784000001,ft,,in,,in,,,weld,False,False,True
12380.0,40.03,0.344,,44495.61,699.0476,Girth Weld,,,,,,,,,,13562.261928000002,ft,,in,,in,,,weld,False,False,True
12390.0,23.21,0.344,,44535.64,698.6006,Girth Weld,,,,,,,,,,13574.463072,ft,,in,,in,,,weld,False,False,True
12400.0,40.02,0.344,,44558.85,698.3137,Girth Weld,,,,,,,,,,13581.53748,ft,,in,,in,,,weld,False,False,True
12410.0,40.07,0.344,,44598.87,697.8775,Girth Weld,,,,,,,,,,13593.735576000001,ft,,in,,in,,,weld,False,False,True
12420.0,39.03,0.344,,44638.93,697.3063,Girth Weld,,,,,,,,,,13605.945864000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-1.18,44640.11,697.2894,metal loss,13.0,,0.87,0.83,,06:38:00,NO,,180.0,13606.305528,ft,22.098,in,21.081999999999997,in,13.0,180.0,corrosion,True,True,True
,,0.344,-2.41,44641.35,697.2719,metal loss,12.0,,1.02,0.98,,04:49:00,NO,,120.0,13606.68348,ft,25.907999999999998,in,24.892,in,12.0,120.0,corrosion,True,True,True
,,0.344,-3.02,44641.95,697.2633,metal loss,20.0,,1.38,1.3,1.86,04:51:00,NO,,120.0,13606.86636,ft,35.05199999999999,in,33.019999999999996,in,20.0,120.0,corrosion,True,True,True
,,0.344,-3.55,44642.49,697.2557,metal loss,22.0,,1.1,0.83,1.87,04:46:00,NO,,120.0,13607.030952,ft,27.94,in,21.081999999999997,in,22.0,120.0,corrosion,True,True,True
,,0.344,-9.05,44647.98,697.1778,Cluster,16.0,,6.84,3.81,,04:42:00,NO,,120.0,13608.704304,ft,173.736,in,96.774,in,16.0,120.0,cluster,True,True,True
12430.0,40.2,0.344,,44677.96,696.6826,Girth Weld,,,,,,,,,,13617.842208,ft,,in,,in,,,weld,False,False,True
,,0.344,-20.15,44698.12,696.1631,metal loss,13.0,,1.22,1.1,,04:16:00,NO,,120.0,13623.986976000002,ft,30.987999999999996,in,27.94,in,13.0,120.0,corrosion,True,True,True
,,0.344,-20.75,44698.71,696.1486,metal loss,11.0,,1.1,1.1,,04:35:00,NO,,120.0,13624.166808,ft,27.94,in,27.94,in,11.0,120.0,corrosion,True,True,True
,,0.344,-21.25,44699.21,696.1362,Cluster,20.0,,3.23,3.77,1.79,07:38:00,NO,,210.0,13624.319208,ft,82.042,in,95.758,in,20.0,210.0,cluster,True,True,True
,,0.344,-22.98,44700.94,696.0937,metal loss,10.0,,1.3,1.26,,07:56:00,NO,,210.0,13624.846512000002,ft,33.019999999999996,in,32.004,in,10.0,210.0,corrosion,True,True,True
,,0.344,-23.27,44701.23,696.0865,metal loss,10.0,,0.91,0.91,,04:43:00,NO,,120.0,13624.934904000002,ft,23.114,in,23.114,in,10.0,120.0,corrosion,True,True,True
,,0.344,-25.85,44703.81,696.023,metal loss-manufacturing anomaly,11.0,,0.47,0.83,,03:55:00,,,90.0,13625.721288,ft,11.937999999999999,in,21.081999999999997,in,11.0,90.0,corrosion,True,True,True
12440.0,39.95,0.344,,44718.17,695.6982,Girth Weld,,,,,,,,,,13630.098216,ft,,in,,in,,,weld,False,False,True
,,0.344,-38.87,44757.04,694.8058,Cluster,14.0,,2.92,2.66,,06:17:00,NO,,180.0,13641.945792,ft,74.16799999999999,in,67.564,in,14.0,180.0,cluster,True,True,True
12450.0,40.01,0.344,,44758.11,694.7799,Girth Weld,,,,,,,,,,13642.271928,ft,,in,,in,,,weld,False,False,True
12460.0,40.09,0.344,,44798.13,694.7464,Girth Weld,,,,,,,,,,13654.470024,ft,,in,,in,,,weld,False,False,True
12470.0,39.87,0.344,,44838.22,695.7125,Girth Weld,,,,,,,,,,13666.689456000002,ft,,in,,in,,,weld,False,False,True
12480.0,39.94,0.344,,44878.09,696.0318,Girth Weld,,,,,,,,,,13678.841832,ft,,in,,in,,,weld,False,False,True
12490.0,40.05,0.344,,44918.03,696.2948,Girth Weld,,,,,,,,,,13691.015544,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.74,44918.76,696.3026,metal loss,17.0,,1.02,8.54,,08:55:00,NO,,240.0,13691.238048000001,ft,25.907999999999998,in,216.91599999999997,in,17.0,240.0,corrosion,True,True,True
,,0.344,-21.98,44940.0,696.5491,Cluster,15.0,,3.73,5.82,,08:17:00,NO,,240.0,13697.712000000001,ft,94.74199999999999,in,147.828,in,15.0,240.0,cluster,True,True,True
12500.0,40.13,0.344,,44958.08,696.7703,Girth Weld,,,,,,,,,,13703.222784000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-5.24,44963.32,696.8365,metal loss,17.0,,1.06,1.06,,09:07:00,NO,,270.0,13704.819936,ft,26.924,in,26.924,in,17.0,270.0,corrosion,True,True,True
,,0.344,-39.01,44997.09,697.265,Cluster,12.0,,4.68,9.8,,04:55:00,NO,,120.0,13715.113032,ft,118.87199999999999,in,248.92000000000002,in,12.0,120.0,cluster,True,True,True
12510.0,40.14,0.344,,44998.21,697.2776,Girth Weld,,,,,,,,,,13715.454408,ft,,in,,in,,,weld,False,False,True
,,0.344,-14.9,45013.1,697.4398,metal loss,17.0,,0.98,0.63,,06:29:00,NO,,180.0,13719.99288,ft,24.892,in,16.002,in,17.0,180.0,corrosion,True,True,True
12520.0,39.98,0.344,,45038.35,697.7037,Girth Weld,,,,,,,,,,13727.68908,ft,,in,,in,,,weld,False,False,True
12530.0,33.05,0.344,,45078.33,698.2766,Girth Weld,,,,,,,,,,13739.874984000002,ft,,in,,in,,,weld,False,False,True
12540.0,22.19,0.344,,45111.38,698.9762,Girth Weld,,,,,,,,,,13749.948624,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.76,45112.14,698.9924,metal loss,38.0,,1.1,1.22,1.85,12:30:00,NO,,0.0,13750.180272000001,ft,27.94,in,30.987999999999996,in,38.0,0.0,corrosion,True,True,True
,,0.344,-0.76,45112.14,698.9924,metal loss,39.0,,1.22,0.59,1.84,12:01:00,NO,,0.0,13750.180272000001,ft,30.987999999999996,in,14.985999999999999,in,39.0,0.0,corrosion,True,True,True
12550.0,40.04,0.344,,45133.57,699.4208,Girth Weld,,,,,,,,,,13756.712136,ft,,in,,in,,,weld,False,False,True
,,0.344,-4.88,45138.44,699.5063,metal loss,14.0,,0.98,1.1,,03:57:00,NO,,90.0,13758.196512000002,ft,24.892,in,27.94,in,14.0,90.0,corrosion,True,True,True
,,0.344,-5.64,45139.21,699.5193,Cluster,47.0,,5.47,5.59,1.46,03:34:00,NO,,90.0,13758.431208,ft,138.938,in,141.986,in,47.0,90.0,cluster,True,True,True
,,0.344,-17.81,45151.38,699.7154,metal loss,14.0,,1.22,1.34,,04:21:00,NO,,120.0,13762.140624,ft,30.987999999999996,in,34.036,in,14.0,120.0,corrosion,True,True,True
,,0.344,-33.26,45166.83,699.9389,metal loss-manufacturing anomaly,21.0,,0.47,0.55,,05:55:00,,,150.0,13766.849784000002,ft,11.937999999999999,in,13.97,in,21.0,150.0,corrosion,True,True,True
12560.0,6.67,0.344,,45173.61,700.0325,Girth Weld,,,,,,,,,,13768.916328000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-1.52,45175.13,700.0533,metal loss,22.0,,0.83,1.42,1.88,05:30:00,NO,,150.0,13769.379624,ft,21.081999999999997,in,36.068,in,22.0,150.0,corrosion,True,True,True
,,0.344,-1.74,45175.35,700.0563,metal loss,23.0,,0.94,2.17,1.87,04:54:00,NO,,120.0,13769.446680000001,ft,23.875999999999998,in,55.117999999999995,in,23.0,120.0,corrosion,True,True,True
12570.0,39.91,0.344,,45180.28,700.1224,Girth Weld,,,,,,,,,,13770.949344,ft,,in,,in,,,weld,False,False,True
12580.0,39.89,0.344,,45220.19,700.6343,Girth Weld,,,,,,,,,,13783.113912,ft,,in,,in,,,weld,False,False,True
12590.0,39.98,0.344,,45260.07,700.8783,Girth Weld,,,,,,,,,,13795.269336000001,ft,,in,,in,,,weld,False,False,True
12600.0,39.99,0.344,,45300.06,700.0412,Girth Weld,,,,,,,,,,13807.458288,ft,,in,,in,,,weld,False,False,True
12610.0,40.01,0.344,,45340.05,697.0301,Girth Weld,,,,,,,,,,13819.647240000002,ft,,in,,in,,,weld,False,False,True
12620.0,40.02,0.344,,45380.06,692.8162,Girth Weld,,,,,,,,,,13831.842288,ft,,in,,in,,,weld,False,False,True
12630.0,40.05,0.344,,45420.08,688.0937,Girth Weld,,,,,,,,,,13844.040384000002,ft,,in,,in,,,weld,False,False,True
12640.0,40.01,0.344,,45460.13,683.0006,Girth Weld,,,,,,,,,,13856.247624,ft,,in,,in,,,weld,False,False,True
12650.0,40.04,0.344,,45500.14,677.9465,Girth Weld,,,,,,,,,,13868.442672000001,ft,,in,,in,,,weld,False,False,True
12660.0,8.53,0.5,,45540.18,673.1279,Girth Weld,,,,,,,,"0.500""",,13880.646864,ft,,in,,in,,,weld,False,False,True
,,,,45544.54,672.6721,Bend,,,,,,,,5.8D - 20° - Sag,,13881.975792000001,ft,,in,,in,,,bend,False,False,True
12670.0,39.99,0.344,,45548.71,672.2441,Girth Weld,,,,,,,,"0.344""",,13883.246808,ft,,in,,in,,,weld,False,False,True
12680.0,21.28,0.344,,45588.7,668.3896,Girth Weld,,,,,,,,,,13895.43576,ft,,in,,in,,,weld,False,False,True
12690.0,40.1,0.344,,45609.98,666.4433,Girth Weld,,,,,,,,,,13901.921904000003,ft,,in,,in,,,weld,False,False,True
12700.0,25.52,0.344,,45650.07,664.9737,Girth Weld,,,,,,,,,,13914.141336,ft,,in,,in,,,weld,False,False,True
12710.0,40.04,0.344,,45675.6,666.512,Girth Weld,,,,,,,,,,13921.92288,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.81,45676.4,666.559,Cluster,36.0,,3.82,6.49,1.66,06:20:00,NO,,180.0,13922.166720000001,ft,97.02799999999999,in,164.846,in,36.0,180.0,cluster,True,True,True
12720.0,25.25,0.344,,45715.64,668.8806,Girth Weld,,,,,,,,,,13934.127072000001,ft,,in,,in,,,weld,False,False,True
12730.0,39.99,0.344,,45740.89,670.6509,Girth Weld,,,,,,,,,,13941.823272,ft,,in,,in,,,weld,False,False,True
12740.0,39.94,0.344,,45780.89,673.9064,Girth Weld,,,,,,,,,,13954.015272,ft,,in,,in,,,weld,False,False,True
12750.0,18.45,0.344,,45820.83,677.396,Girth Weld,,,,,,,,,,13966.188984,ft,,in,,in,,,weld,False,False,True
12760.0,39.96,0.344,,45839.28,679.1444,Girth Weld,,,,,,,,,,13971.812544,ft,,in,,in,,,weld,False,False,True
12770.0,31.86,0.344,,45879.24,683.0501,Girth Weld,,,,,,,,,,13983.992352,ft,,in,,in,,,weld,False,False,True
12780.0,39.97,0.344,,45911.1,686.0843,Girth Weld,,,,,,,,,,13993.70328,ft,,in,,in,,,weld,False,False,True
,,0.344,-38.95,45950.05,689.282,Cluster,11.0,,2.63,16.36,,04:27:00,NO,,120.0,14005.575240000002,ft,66.80199999999999,in,415.544,in,11.0,120.0,cluster,True,True,True
,,0.344,-39.05,45950.15,689.2903,Cluster,14.0,,1.25,2.24,,07:27:00,NO,,210.0,14005.605720000001,ft,31.75,in,56.896,in,14.0,210.0,cluster,True,True,True
12790.0,39.82,0.344,,45951.07,689.3637,Girth Weld,,,,,,,,,,14005.886136000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.49,45951.57,689.4027,Cluster,10.0,,2.4,5.82,,07:14:00,NO,,210.0,14006.038536,ft,60.959999999999994,in,147.828,in,10.0,210.0,cluster,True,True,True
,,0.344,-0.78,45951.85,689.4256,Cluster,14.0,,2.63,19.0,,05:14:00,NO,,150.0,14006.123880000001,ft,66.80199999999999,in,482.59999999999997,in,14.0,150.0,cluster,True,True,True
12800.0,39.8,0.344,,45990.9,692.1132,Girth Weld,,,,,,,,,,14018.02632,ft,,in,,in,,,weld,False,False,True
12810.0,40.04,0.344,,46030.7,694.7511,Girth Weld,,,,,,,,,,14030.15736,ft,,in,,in,,,weld,False,False,True
12820.0,40.0,0.344,,46070.74,696.5456,Girth Weld,,,,,,,,,,14042.361552,ft,,in,,in,,,weld,False,False,True
,,0.344,-38.9,46109.65,696.3652,Cluster,26.0,,4.52,5.7,1.71,04:49:00,NO,,120.0,14054.22132,ft,114.80799999999998,in,144.78,in,26.0,120.0,cluster,True,True,True
,,0.344,-38.91,46109.65,696.3651,Cluster,24.0,,3.65,5.03,1.75,07:07:00,NO,,210.0,14054.22132,ft,92.71,in,127.762,in,24.0,210.0,cluster,True,True,True
12830.0,40.18,0.344,,46110.74,696.3379,Girth Weld,,,,,,,,,,14054.553552,ft,,in,,in,,,weld,False,False,True
12840.0,40.2,0.344,,46150.92,695.0106,Girth Weld,,,,,,,,,,14066.800416,ft,,in,,in,,,weld,False,False,True
,,0.344,-39.1,46190.01,693.4018,Cluster,15.0,,2.56,9.59,,05:32:00,NO,,150.0,14078.715048000002,ft,65.024,in,243.58599999999998,in,15.0,150.0,cluster,True,True,True
,,0.344,-39.16,46190.08,693.3991,Cluster,14.0,,2.17,4.65,,04:11:00,NO,,120.0,14078.736384000002,ft,55.117999999999995,in,118.11,in,14.0,120.0,cluster,True,True,True
12850.0,40.18,0.344,,46191.12,693.3585,Girth Weld,,,,,,,,,,14079.053376000002,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.77,46191.89,693.3283,Cluster,12.0,,0.91,7.39,,06:26:00,NO,,180.0,14079.288072000001,ft,23.114,in,187.706,in,12.0,180.0,cluster,True,True,True
,,0.344,-0.79,46191.91,693.3277,metal loss,11.0,,0.75,1.22,,08:05:00,NO,,240.0,14079.294168000002,ft,19.049999999999997,in,30.987999999999996,in,11.0,240.0,corrosion,True,True,True
,,0.344,-0.8,46191.92,693.3271,metal loss,15.0,,0.87,1.93,,03:44:00,NO,,90.0,14079.297216,ft,22.098,in,49.022,in,15.0,90.0,corrosion,True,True,True
,,0.344,-5.74,46196.86,693.1403,Cluster,10.0,,3.97,2.39,,08:11:00,NO,,240.0,14080.802928000001,ft,100.838,in,60.706,in,10.0,240.0,cluster,True,True,True
,,0.344,-8.19,46199.31,693.0482,Cluster,11.0,,1.06,3.39,,08:25:00,NO,,240.0,14081.549688,ft,26.924,in,86.106,in,11.0,240.0,cluster,True,True,True
12860.0,40.0,0.344,,46231.3,691.9705,Girth Weld,,,,,,,,,,14091.300240000002,ft,,in,,in,,,weld,False,False,True
12870.0,39.91,0.344,,46271.31,691.1178,Girth Weld,,,,,,,,,,14103.495288,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.79,46272.09,691.1071,metal loss,21.0,,1.02,0.91,1.87,09:23:00,NO,,270.0,14103.733032,ft,25.907999999999998,in,23.114,in,21.0,270.0,corrosion,True,True,True
12880.0,40.05,0.344,,46311.21,690.4431,Girth Weld,,,,,,,,,,14115.656808,ft,,in,,in,,,weld,False,False,True
,,0.344,-22.62,46333.84,690.0619,metal loss-manufacturing anomaly,24.0,,4.57,0.71,,09:03:00,,,270.0,14122.554431999999,ft,116.078,in,18.034,in,24.0,270.0,corrosion,True,True,True
,,0.344,-31.85,46343.06,689.8947,metal loss-manufacturing anomaly,10.0,,3.98,1.73,,08:57:00,,,240.0,14125.364688,ft,101.092,in,43.942,in,10.0,240.0,corrosion,True,True,True
12890.0,40.06,0.344,,46351.26,689.7413,Girth Weld,,,,,,,,,,14127.864048000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-26.55,46377.81,689.2407,metal loss-manufacturing anomaly,12.0,,0.94,1.06,,07:36:00,,,210.0,14135.956488,ft,23.875999999999998,in,26.924,in,12.0,210.0,corrosion,True,True,True
12900.0,40.0,0.344,,46391.32,689.0145,Girth Weld,,,,,,,,,,14140.074336000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-39.09,46430.41,688.4641,metal loss,38.0,,1.65,1.14,1.81,07:31:00,NO,,210.0,14151.988968000001,ft,41.91,in,28.955999999999996,in,38.0,210.0,corrosion,True,True,True
,,0.344,-39.12,46430.44,688.4638,metal loss,28.0,,1.06,2.13,1.86,08:03:00,NO,,240.0,14151.998112000001,ft,26.924,in,54.102,in,28.0,240.0,corrosion,True,True,True
12910.0,21.52,0.344,,46431.33,688.4549,Girth Weld,,,,,,,,,,14152.269384000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.81,46432.14,688.4468,metal loss,10.0,,0.91,0.87,,05:08:00,NO,,150.0,14152.516272,ft,23.114,in,22.098,in,10.0,150.0,corrosion,True,True,True
,,0.344,-6.01,46437.34,688.405,metal loss-manufacturing anomaly,14.0,,0.59,0.71,,07:18:00,,,210.0,14154.101231999999,ft,14.985999999999999,in,18.034,in,14.0,210.0,corrosion,True,True,True
12920.0,40.01,0.344,,46452.85,688.2783,Girth Weld,,,,,,,,,,14158.82868,ft,,in,,in,,,weld,False,False,True
12930.0,29.43,0.344,,46492.86,688.2593,Girth Weld,,,,,,,,,,14171.023728,ft,,in,,in,,,weld,False,False,True
12940.0,39.97,0.344,,46522.29,688.3858,Girth Weld,,,,,,,,,,14179.993992000002,ft,,in,,in,,,weld,False,False,True
12950.0,21.66,0.344,,46562.26,688.6884,Girth Weld,,,,,,,,,,14192.176848000001,ft,,in,,in,,,weld,False,False,True
12960.0,39.94,0.344,,46583.92,688.8914,Girth Weld,,,,,,,,,,14198.778816,ft,,in,,in,,,weld,False,False,True
12970.0,33.0,0.344,,46623.86,688.9722,Girth Weld,,,,,,,,,,14210.952528000002,ft,,in,,in,,,weld,False,False,True
12980.0,39.94,0.344,,46656.86,688.8341,Girth Weld,,,,,,,,,,14221.010928000002,ft,,in,,in,,,weld,False,False,True
,,0.344,-7.96,46664.82,688.7538,metal loss,20.0,,0.94,0.67,1.87,04:49:00,NO,,120.0,14223.437136,ft,23.875999999999998,in,17.018,in,20.0,120.0,corrosion,True,True,True
