J. no.,J. len [ft],Wt [in],to u/s w. [ft],to d/s w. [ft],Log Dist. [ft],Event Description,ID/OD,Depth [%],Depth [in],OD Reduction [%],OD Reduction [in],Length [in],Width [in],O'clock,Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification
12430.0,,0.344,-19.29,20.77,44768.04,metal loss,External,35.0,0.12,,,1.14,1.53,07:41:00,,,0.7,138.16,,MFL-A/XT,,1160.0,65000.0,,1342.0,1450.78,2014.37,1518.94,2109.02,1522.67,2114.19,0.76,1.82,210.0,13645.298592000001,ft,28.955999999999996,in,38.862,in,35.0,210.0,,True,True,False
12430.0,,0.344,-19.71,20.35,44768.47,metal loss,External,27.0,0.093,,,1.14,1.53,07:41:00,,,0.7,138.19,,MFL-A/XT,,1160.0,65000.0,,1342.0,1457.77,2024.08,1527.6,2121.03,1529.62,2123.85,0.76,1.83,210.0,13645.429656,ft,28.955999999999996,in,38.862,in,27.0,210.0,,True,True,False
12430.0,,0.344,-20.04,20.03,44768.79,metal loss,External,18.0,0.062,,,0.79,1.22,04:16:00,,,0.7,138.22,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.54,2041.81,,,,,,,120.0,13645.527192000001,ft,20.066,in,30.987999999999996,in,18.0,120.0,,True,True,False
12430.0,,0.344,-20.66,19.4,44769.42,metal loss,External,11.0,0.038,,,0.67,1.18,04:33:00,,,0.7,138.27,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,13645.719216,ft,17.018,in,29.971999999999998,in,11.0,120.0,,True,True,False
12430.0,,0.344,-21.16,18.9,44769.92,metal loss,External,47.0,0.162,,,1.77,1.42,07:50:00,,,0.7,138.32,,MFL-A/XT,,1160.0,65000.0,,1342.0,1396.64,1939.2,1450.39,2013.82,1465.47,2034.77,0.8,1.74,210.0,13645.871616,ft,44.958,in,36.068,in,47.0,210.0,,True,True,False
12430.0,,0.344,-22.2,17.87,44770.95,metal loss,External,15.0,0.052,,,0.79,1.3,04:43:00,,,0.7,138.42,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.45,2043.07,,,,,,,120.0,13646.18556,ft,20.066,in,33.019999999999996,in,15.0,120.0,,True,True,False
12430.0,,0.344,-22.23,17.83,44770.99,metal loss,External,35.0,0.12,,,1.22,1.42,07:48:00,,,0.7,138.42,,MFL-A/XT,,1160.0,65000.0,,1342.0,1447.33,2009.59,1514.87,2103.36,1519.1,2109.24,0.77,1.81,210.0,13646.197752,ft,30.987999999999996,in,36.068,in,35.0,210.0,,True,True,False
12430.0,,0.344,-22.87,17.2,44771.62,metal loss,External,15.0,0.052,,,0.83,1.26,07:51:00,,,0.7,138.49,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.03,2042.48,,,,,,,210.0,13646.389776000002,ft,21.081999999999997,in,32.004,in,15.0,210.0,,True,True,False
12430.0,,0.344,-25.74,14.32,44774.5,metal loss,External,14.0,0.048,,,0.35,0.71,03:53:00,,,0.7,138.81,,MFL-A/XT,,1160.0,65000.0,,1342.0,1475.26,2048.36,,,,,,,90.0,13647.267600000001,ft,8.889999999999999,in,18.034,in,14.0,90.0,,True,True,False
12430.0,,0.344,-35.27,4.79,44784.03,metal loss,External,14.0,0.048,,,0.59,1.18,01:09:00,,,0.7,139.92,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.72,2046.22,,,,,,,30.0,13650.172344,ft,14.985999999999999,in,29.971999999999998,in,14.0,30.0,,True,True,False
12430.0,,0.344,-35.62,4.44,44784.38,cluster,External,21.0,0.072,,,1.73,2.49,12:30:00,,,0.7,139.96,,,,1160.0,65000.0,,1342.0,1447.96,2010.45,1516.4,2105.49,1523.74,2115.68,0.76,1.82,0.0,13650.279024,ft,43.942,in,63.246,in,21.0,0.0,,True,True,False
12430.0,,0.344,-35.93,4.14,44784.68,metal loss,External,10.0,0.034,,,0.67,1.06,12:38:00,,,0.7,140.0,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,0.0,13650.370464000001,ft,17.018,in,26.924,in,10.0,0.0,,True,True,False
12430.0,,0.344,-39.54,0.52,44788.3,metal loss,External,14.0,0.048,,,0.51,0.94,02:01:00,,,0.7,140.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.37,2047.12,,,,,,,60.0,13651.473840000002,ft,12.953999999999999,in,23.875999999999998,in,14.0,60.0,,True,True,False
12430.0,,0.344,-39.69,0.38,44788.44,metal loss,External,18.0,0.062,,,0.94,1.18,11:07:00,,,0.7,140.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.01,2038.3,,,,,,,330.0,13651.516512000002,ft,23.875999999999998,in,29.971999999999998,in,18.0,330.0,,True,True,False
12430.0,,0.344,-39.91,0.15,44788.67,metal loss,External,12.0,0.041,,,0.63,1.97,01:48:00,near girth weld,,0.7,140.49,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,30.0,13651.586616,ft,16.002,in,50.038,in,12.0,30.0,,True,True,False
12440.0,40.07,0.344,,,44788.82,GirthWeld,,,,,,,,,,3.0,1.0,140.51,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13651.632336,ft,,in,,in,,,,False,False,False
12440.0,,,,,44827.57,Attachment,,,,,,,,05:00:00,Repair Marker 2012 Dig #29 Recoat,,,143.22,,,,,,,,,,,,,,,,150.0,13663.443336,ft,,in,,in,,150.0,,True,False,False
12440.0,,0.344,-39.06,1.01,44827.88,metal loss,External,14.0,0.048,,,1.73,2.28,06:15:00,Recoat,,1.0,143.23,,MFL-A/XT,,1160.0,65000.0,,1342.0,1458.08,2024.51,,,,,,,180.0,13663.537824,ft,43.942,in,57.91199999999999,in,14.0,180.0,,True,True,False
12440.0,,0.344,-39.17,0.9,44827.99,metal loss,External,44.0,0.151,,,0.59,1.22,03:41:00,Recoat,,1.0,143.23,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.25,2035.86,1536.69,2133.65,1538.5,2136.17,0.75,1.84,90.0,13663.571352,ft,14.985999999999999,in,30.987999999999996,in,44.0,90.0,,True,True,False
12440.0,,0.344,-39.17,0.9,44827.99,metal loss,External,34.0,0.117,,,0.55,1.06,04:16:00,Recoat,,1.0,143.23,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.98,2041.03,1541.39,2140.17,1542.27,2141.41,0.75,1.84,120.0,13663.571352,ft,13.97,in,26.924,in,34.0,120.0,,True,True,False
12450.0,40.06,0.344,,,44828.89,GirthWeld,,,,,,,,,,,0.7,143.27,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13663.845672000001,ft,,in,,in,,,,False,False,False
12450.0,,,,,44830.26,Attachment,,,,,,,,05:30:00,Repair Marker 2012 Dig #29 Recoat,,,143.33,,,,,,,,,,,,,,,,150.0,13664.263248000001,ft,,in,,in,,150.0,,True,False,False
12460.0,40.07,0.344,,,44868.95,GirthWeld,,,,,,,,,,11.0,0.7,144.88,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13676.05596,ft,,in,,in,,,,False,False,False
12460.0,,0.344,-0.82,39.25,44869.77,metal loss,External,19.0,0.065,,,1.42,1.73,06:48:00,,,0.7,144.91,,MFL-A/XT,,1160.0,65000.0,,1342.0,1458.23,2024.72,,,,,,,180.0,13676.305896,ft,36.068,in,43.942,in,19.0,180.0,,True,True,False
12460.0,,0.344,-5.11,34.97,44874.06,metal loss,External,20.0,0.069,,,0.83,1.26,05:18:00,,,0.7,145.06,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.05,2039.74,1540.61,2139.09,1541.02,2139.67,0.75,1.84,150.0,13677.613488,ft,21.081999999999997,in,32.004,in,20.0,150.0,,True,True,False
12460.0,,0.344,-5.48,34.59,44874.43,cluster,External,53.0,0.182,,,1.98,3.37,04:39:00,,,0.7,145.08,,,,1160.0,65000.0,,1342.0,1366.21,1896.94,1408.94,1956.28,1437.81,1996.36,0.82,1.69,120.0,13677.726264,ft,50.291999999999994,in,85.598,in,53.0,120.0,,True,True,False
12460.0,,0.344,-5.99,34.08,44874.94,metal loss,External,21.0,0.072,,,0.67,0.98,04:51:00,,,0.7,145.1,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.3,2042.86,1543.1,2142.56,1543.43,2143.02,0.75,1.85,120.0,13677.881712000002,ft,17.018,in,24.892,in,21.0,120.0,,True,True,False
12460.0,,0.344,-6.2,33.87,44875.15,metal loss,External,29.0,0.1,,,0.98,1.5,05:20:00,,,0.7,145.1,,MFL-A/XT,,1160.0,65000.0,,1342.0,1460.85,2028.35,1531.05,2125.83,1532.9,2128.39,0.76,1.83,150.0,13677.945720000002,ft,24.892,in,38.099999999999994,in,29.0,150.0,,True,True,False
12460.0,,0.344,-6.27,33.8,44875.22,metal loss,External,11.0,0.038,,,1.18,1.46,06:55:00,,,0.7,145.11,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,13677.967056000001,ft,29.971999999999998,in,37.083999999999996,in,11.0,180.0,,True,True,False
12460.0,,0.344,-6.53,33.54,44875.48,metal loss,External,15.0,0.052,,,1.73,4.05,04:59:00,,,0.7,145.11,,MFL-A/XT,,1160.0,65000.0,,1342.0,1456.66,2022.54,,,,,,,120.0,13678.046304000001,ft,43.942,in,102.86999999999999,in,15.0,120.0,,True,True,False
12460.0,,0.344,-8.58,31.5,44877.52,metal loss,External,83.0,0.286,,,0.98,0.59,06:44:00,,,0.7,145.19,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,13678.668096,ft,24.892,in,14.985999999999999,in,83.0,180.0,,True,True,False
12460.0,,0.344,-8.99,31.08,44877.94,cluster,External,32.0,0.11,,,1.97,4.0,06:28:00,,,0.7,145.2,,,,1160.0,65000.0,,1342.0,1419.48,1970.91,1481.62,2057.2,1487.39,2065.2,0.78,1.77,180.0,13678.796112000002,ft,50.038,in,101.6,in,32.0,180.0,,True,True,False
12460.0,,0.344,-9.23,30.84,44878.18,metal loss,External,11.0,0.038,,,0.75,1.58,06:43:00,,,0.7,145.21,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,13678.869264,ft,19.049999999999997,in,40.132,in,11.0,180.0,,True,True,False
12460.0,,0.344,-39.19,0.89,44908.13,metal loss,External,11.0,0.038,,,0.91,1.65,07:55:00,,,0.7,146.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,13687.998024,ft,23.114,in,41.91,in,11.0,210.0,,True,True,False
12470.0,39.87,0.344,,,44909.02,GirthWeld,,,,,,,,,,1.0,0.7,146.73,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13688.269296,ft,,in,,in,,,,False,False,False
12470.0,,0.344,-0.8,39.07,44909.82,metal loss,External,20.0,0.069,,,0.63,1.14,05:16:00,,,0.7,146.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.89,2043.68,1543.77,2143.48,1544.01,2143.83,0.75,1.85,150.0,13688.513136000001,ft,16.002,in,28.955999999999996,in,20.0,150.0,,True,True,False
12480.0,39.95,0.344,,,44948.89,GirthWeld,,,,,,,,,,1.0,0.7,149.12,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13700.421672,ft,,in,,in,,,,False,False,False
12480.0,,0.344,-39.08,0.87,44987.97,metal loss,External,13.0,0.045,,,0.51,3.27,02:11:00,,,0.7,151.42,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.43,2047.21,,,,,,,60.0,13712.333256000002,ft,12.953999999999999,in,83.05799999999999,in,13.0,60.0,,True,True,False
12490.0,40.09,0.344,,,44988.84,GirthWeld,,,,,,,,,,4.0,0.7,151.47,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13712.598431999999,ft,,in,,in,,,,False,False,False
12490.0,,0.344,-0.75,39.33,44989.6,metal loss,External,43.0,0.148,,,0.79,8.15,09:23:00,,,0.7,151.51,,MFL-A/XT,,1160.0,65000.0,,1342.0,1459.64,2026.67,1528.84,2122.76,1531.79,2126.85,0.76,1.83,270.0,13712.83008,ft,20.066,in,207.01,in,43.0,270.0,,True,True,False
12490.0,,0.344,-0.76,39.33,44989.6,metal loss,External,15.0,0.052,,,0.55,1.02,07:56:00,,,0.7,151.51,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.83,2046.38,,,,,,,210.0,13712.83008,ft,13.97,in,25.907999999999998,in,15.0,210.0,,True,True,False
12490.0,,0.344,-0.84,39.24,44989.68,metal loss,External,10.0,0.034,,,1.18,2.95,07:30:00,,,0.7,151.51,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,13712.854464,ft,29.971999999999998,in,74.93,in,10.0,210.0,,True,True,False
12490.0,,0.344,-22.08,18.01,45010.92,metal loss,External,19.0,0.065,,,1.22,1.97,08:16:00,,,0.7,152.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.3,2030.37,,,,,,,240.0,13719.328416,ft,30.987999999999996,in,50.038,in,19.0,240.0,,True,True,False
12500.0,40.16,0.344,,,45028.93,GirthWeld,,,,,,,,,,6.0,0.7,153.78,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13724.817864,ft,,in,,in,,,,False,False,False
12500.0,,0.344,-5.28,34.88,45034.21,metal loss,External,16.0,0.055,,,0.75,1.18,09:00:00,,,0.7,154.13,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.53,2043.18,,,,,,,270.0,13726.427208000001,ft,19.049999999999997,in,29.971999999999998,in,16.0,270.0,,True,True,False
12500.0,,0.344,-10.85,29.31,45039.78,metal loss,External,12.0,0.041,,,1.89,1.81,07:41:00,,,0.7,154.5,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,13728.124944000001,ft,48.00599999999999,in,45.974,in,12.0,210.0,,True,True,False
12500.0,,0.344,-15.56,24.6,45044.49,metal loss,External,10.0,0.034,,,0.43,0.75,06:40:00,,,0.7,154.83,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,13729.560552,ft,10.921999999999999,in,19.049999999999997,in,10.0,180.0,,True,True,False
12500.0,,0.344,-15.61,24.55,45044.54,metal loss,External,13.0,0.045,,,0.43,0.71,06:47:00,,,0.7,154.83,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.95,2047.93,,,,,,,180.0,13729.575792000001,ft,10.921999999999999,in,18.034,in,13.0,180.0,,True,True,False
12500.0,,0.344,-39.08,1.09,45068.0,metal loss,External,12.0,0.041,,,0.39,0.79,06:36:00,,,0.7,156.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,13736.726400000001,ft,9.906,in,20.066,in,12.0,180.0,,True,True,False
12500.0,,0.344,-39.18,0.98,45068.11,metal loss,External,11.0,0.038,,,1.65,1.81,05:58:00,,,0.7,156.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,13736.759928000001,ft,41.91,in,45.974,in,11.0,150.0,,True,True,False
12510.0,40.14,0.344,,,45069.09,GirthWeld,,,,,,,,,,25.0,0.7,156.89,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13737.058632,ft,,in,,in,,,,False,False,False
12510.0,,0.344,-0.92,39.23,45070.0,metal loss,External,19.0,0.065,,,0.98,1.46,06:12:00,,,0.7,156.97,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.87,2036.71,,,,,,,180.0,13737.336000000001,ft,24.892,in,37.083999999999996,in,19.0,180.0,,True,True,False
12510.0,,0.344,-0.95,39.19,45070.04,metal loss,External,18.0,0.062,,,0.94,1.53,07:07:00,,,0.7,156.97,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.21,2038.57,,,,,,,210.0,13737.348192000001,ft,23.875999999999998,in,38.862,in,18.0,210.0,,True,True,False
12510.0,,0.344,-3.8,36.34,45072.89,metal loss,External,44.0,0.151,,,0.59,1.02,07:34:00,,,0.7,157.24,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.86,2035.31,1536.21,2132.99,1538.1,2135.61,0.76,1.84,210.0,13738.216872,ft,14.985999999999999,in,25.907999999999998,in,44.0,210.0,,True,True,False
12510.0,,0.344,-4.06,36.09,45073.14,metal loss,External,23.0,0.079,,,0.63,1.06,07:43:00,,,0.7,157.26,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.31,2042.88,1543.09,2142.54,1543.5,2143.11,0.75,1.85,210.0,13738.293072,ft,16.002,in,26.924,in,23.0,210.0,,True,True,False
12510.0,,0.344,-5.09,35.05,45074.18,metal loss,External,29.0,0.1,,,0.91,1.5,07:38:00,,,0.7,157.36,,MFL-A/XT,,1160.0,65000.0,,1342.0,1463.2,2031.61,1533.76,2129.58,1535.32,2131.75,0.76,1.84,210.0,13738.610064,ft,23.114,in,38.099999999999994,in,29.0,210.0,,True,True,False
12510.0,,0.344,-5.36,34.78,45074.45,metal loss,External,25.0,0.086,,,1.02,1.46,07:08:00,,,0.7,157.38,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.19,2030.21,1532.74,2128.17,1534.11,2130.08,0.76,1.83,210.0,13738.69236,ft,25.907999999999998,in,37.083999999999996,in,25.0,210.0,,True,True,False
12510.0,,0.344,-6.2,33.94,45075.29,metal loss,External,28.0,0.096,,,0.83,1.18,07:34:00,,,0.7,157.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.56,2034.89,1536.49,2133.37,1537.71,2135.07,0.75,1.84,210.0,13738.948392,ft,21.081999999999997,in,29.971999999999998,in,28.0,210.0,,True,True,False
12510.0,,0.344,-7.44,32.7,45076.53,metal loss,External,22.0,0.076,,,0.75,1.26,07:19:00,,,0.7,157.58,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.69,2040.62,1541.29,2140.04,1541.78,2140.73,0.75,1.84,210.0,13739.326344000001,ft,19.049999999999997,in,32.004,in,22.0,210.0,,True,True,False
12510.0,,0.344,-8.41,31.73,45077.5,metal loss,External,14.0,0.048,,,0.55,0.98,07:26:00,,,0.7,157.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.01,2046.62,,,,,,,210.0,13739.622000000001,ft,13.97,in,24.892,in,14.0,210.0,,True,True,False
12510.0,,0.344,-14.07,26.07,45083.16,metal loss,External,17.0,0.058,,,1.34,2.91,05:49:00,,,0.7,158.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,1461.95,2029.88,,,,,,,150.0,13741.347168000002,ft,34.036,in,73.914,in,17.0,150.0,,True,True,False
12510.0,,0.344,-14.2,25.94,45083.29,metal loss,External,14.0,0.048,,,0.79,0.98,06:28:00,,,0.7,158.21,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.8,2043.55,,,,,,,180.0,13741.386792000001,ft,20.066,in,24.892,in,14.0,180.0,,True,True,False
12510.0,,0.344,-14.6,25.54,45083.69,metal loss,External,30.0,0.103,,,1.02,1.46,06:32:00,,,0.7,158.25,,MFL-A/XT,,1160.0,65000.0,,1342.0,1459.1,2025.92,1528.99,2122.96,1531.13,2125.93,0.76,1.83,180.0,13741.508712,ft,25.907999999999998,in,37.083999999999996,in,30.0,180.0,,True,True,False
12510.0,,0.344,-14.94,25.21,45084.03,metal loss,External,21.0,0.072,,,0.71,1.26,06:25:00,,,0.7,158.28,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.59,2041.88,1542.31,2141.46,1542.69,2141.99,0.75,1.85,180.0,13741.612344000001,ft,18.034,in,32.004,in,21.0,180.0,,True,True,False
12510.0,,0.344,-15.11,25.03,45084.2,metal loss,External,11.0,0.038,,,1.02,2.44,05:42:00,,,0.7,158.3,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,13741.66416,ft,25.907999999999998,in,61.97599999999999,in,11.0,150.0,,True,True,False
12510.0,,0.344,-15.4,24.74,45084.49,metal loss,External,11.0,0.038,,,0.71,1.18,07:34:00,,,0.7,158.32,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,13741.752552,ft,18.034,in,29.971999999999998,in,11.0,210.0,,True,True,False
12510.0,,0.344,-16.67,23.47,45085.76,metal loss,External,14.0,0.048,,,0.87,1.38,08:53:00,,,0.7,158.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.0,2042.45,,,,,,,240.0,13742.139648000002,ft,22.098,in,35.05199999999999,in,14.0,240.0,,True,True,False
12510.0,,0.344,-17.65,22.49,45086.74,metal loss,External,10.0,0.034,,,1.22,1.97,07:44:00,,,0.7,158.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,13742.438352,ft,30.987999999999996,in,50.038,in,10.0,210.0,,True,True,False
12510.0,,0.344,-19.11,21.03,45088.2,metal loss,External,10.0,0.034,,,0.67,1.02,07:47:00,,,0.7,158.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,13742.88336,ft,17.018,in,25.907999999999998,in,10.0,210.0,,True,True,False
12510.0,,0.344,-19.68,20.46,45088.77,metal loss,External,20.0,0.069,,,0.67,1.34,07:44:00,,,0.7,158.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.4,2043.01,1543.23,2142.73,1543.51,2143.12,0.75,1.85,210.0,13743.057096,ft,17.018,in,34.036,in,20.0,210.0,,True,True,False
12510.0,,0.344,-20.02,20.12,45089.11,metal loss,External,20.0,0.069,,,0.75,1.1,07:09:00,,,0.7,158.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.37,2041.57,1542.08,2141.13,1542.41,2141.6,0.75,1.85,210.0,13743.160728,ft,19.049999999999997,in,27.94,in,20.0,210.0,,True,True,False
12510.0,,0.344,-20.7,19.44,45089.79,metal loss,External,23.0,0.079,,,0.55,1.06,07:00:00,,,0.7,158.82,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.35,2044.32,1544.24,2144.15,1544.57,2144.59,0.75,1.85,210.0,13743.367992000001,ft,13.97,in,26.924,in,23.0,210.0,,True,True,False
12510.0,,0.344,-21.02,19.12,45090.11,metal loss,External,20.0,0.069,,,0.67,1.14,06:50:00,,,0.7,158.85,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.4,2043.01,1543.23,2142.73,1543.51,2143.12,0.75,1.85,180.0,13743.465528,ft,17.018,in,28.955999999999996,in,20.0,180.0,,True,True,False
12510.0,,0.344,-21.2,18.94,45090.29,metal loss,External,15.0,0.052,,,0.71,2.21,06:46:00,,,0.7,158.87,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.37,2044.34,,,,,,,180.0,13743.520392,ft,18.034,in,56.13399999999999,in,15.0,180.0,,True,True,False
12510.0,,0.344,-21.34,18.8,45090.43,metal loss,External,11.0,0.038,,,0.51,0.94,07:10:00,,,0.7,158.88,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,13743.563064,ft,12.953999999999999,in,23.875999999999998,in,11.0,210.0,,True,True,False
12510.0,,0.344,-21.45,18.7,45090.54,metal loss,External,24.0,0.083,,,0.55,0.98,06:59:00,,,0.7,158.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.15,2044.04,1544.01,2143.82,1544.38,2144.33,0.75,1.85,180.0,13743.596592000002,ft,13.97,in,24.892,in,24.0,180.0,,True,True,False
12520.0,40.04,0.344,,,45109.23,GirthWeld,,,,,,,,,,,0.7,160.53,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13749.293304000003,ft,,in,,in,,,,False,False,False
12520.0,,,,,45141.18,AGM,,,,,,,,,AGM#18 AT PLM/ ON ROW,,,162.83,,,,,,,,,,,,,,,,,13759.031664,ft,,in,,in,,,,False,False,False
12530.0,33.07,0.344,,,45149.27,GirthWeld,,,,,,,,,,7.0,0.7,163.34,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13761.497496,ft,,in,,in,,,,False,False,False
12530.0,,0.344,-0.8,32.27,45150.07,metal loss,External,10.0,0.034,,,0.55,1.73,01:51:00,,,0.7,163.4,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,30.0,13761.741336000001,ft,13.97,in,43.942,in,10.0,30.0,,True,True,False
12530.0,,0.344,-28.97,4.1,45178.24,metal loss,External,19.0,0.065,,,1.38,1.97,02:06:00,,,0.7,165.14,,MFL-A/XT,,1160.0,65000.0,,1342.0,1459.02,2025.81,,,,,,,60.0,13770.327552,ft,35.05199999999999,in,50.038,in,19.0,60.0,,True,True,False
12530.0,,0.344,-29.2,3.87,45178.47,metal loss,External,11.0,0.038,,,0.51,0.79,02:47:00,,,0.7,165.16,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,60.0,13770.397656000001,ft,12.953999999999999,in,20.066,in,11.0,60.0,,True,True,False
12530.0,,,,,45179.53,Attachment,,,,,,,,06:00:00,Repair Marker,,,165.22,,,,,,,,,,,,,,,,180.0,13770.720744,ft,,in,,in,,180.0,,True,False,False
12530.0,,0.344,-30.79,2.29,45180.05,metal loss,External,16.0,0.055,,,0.55,1.06,02:45:00,Recoat,,0.7,165.25,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.66,2046.14,,,,,,,60.0,13770.879240000002,ft,13.97,in,26.924,in,16.0,60.0,,True,True,False
12530.0,,0.344,-31.14,1.93,45180.41,metal loss,External,20.0,0.069,,,1.06,1.58,02:54:00,Recoat,,0.7,165.28,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.93,2034.02,1535.98,2132.67,1536.64,2133.58,0.76,1.84,60.0,13770.988968000001,ft,26.924,in,40.132,in,20.0,60.0,,True,True,False
12530.0,,0.344,-31.16,1.91,45180.43,metal loss,External,10.0,0.034,,,0.51,1.26,05:44:00,Recoat,,0.7,165.28,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,13770.995064,ft,12.953999999999999,in,32.004,in,10.0,150.0,,True,True,False
12530.0,,0.344,-31.23,1.85,45180.5,metal loss,External,13.0,0.045,,,0.63,1.65,03:48:00,Recoat,,0.7,165.28,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.54,2045.97,,,,,,,90.0,13771.0164,ft,16.002,in,41.91,in,13.0,90.0,,True,True,False
12540.0,22.21,0.344,,,45182.34,GirthWeld,,,,,,,,,,8.0,0.7,165.39,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13771.577232,ft,,in,,in,,,,False,False,False
12540.0,,,,,45182.53,Area Start Composite Wrap,,,,,,,,,Repair Marker @12:00 2012 Dig #30,,,165.4,,,,,,,,,,,,,,,,,13771.635144,ft,,in,,in,,,,False,False,False
12540.0,,0.344,-0.76,21.45,45183.1,cluster,External,53.0,0.182,,,1.36,5.07,11:46:00,Repaired?,,0.7,165.44,,,,1160.0,65000.0,,1342.0,1416.65,1966.99,1473.87,2046.43,1505.34,2090.13,0.79,1.76,330.0,13771.80888,ft,34.544000000000004,in,128.778,in,53.0,330.0,,True,True,False
12540.0,,0.344,-0.8,21.41,45183.14,metal loss,External,14.0,0.048,,,1.26,2.21,01:43:00,Repaired?,,0.7,165.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.78,2035.2,,,,,,,30.0,13771.821072,ft,32.004,in,56.13399999999999,in,14.0,30.0,,True,True,False
