J. no.,J. len [ft],Wt [in],to u/s w. [ft],to d/s w. [ft],Log Dist. [ft],Event Description,ID/OD,Depth [%],Depth [in],OD Reduction [%],OD Reduction [in],Length [in],Width [in],O'clock,Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification,distance_m_aligned_to_2007
14060.0,,0.344,-14.47,26.08,50273.19,metal loss,External,11.0,0.038,,,0.47,0.75,08:43:00,,,0.7,151.43,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,240.0,15323.268312000002,ft,11.937999999999999,in,19.049999999999997,in,11.0,240.0,,True,True,False,15357.545917201624
14060.0,,0.344,-14.47,26.07,50273.19,metal loss,External,14.0,0.048,,,2.24,0.59,08:55:00,,,0.7,151.43,,MFL-A/XT,,1160.0,65000.0,,1342.0,1449.32,2012.34,,,,,,,240.0,15323.268312000002,ft,56.896,in,14.985999999999999,in,14.0,240.0,,True,True,False,15357.545917201624
14060.0,,0.344,-14.55,25.99,50273.27,metal loss,External,12.0,0.041,,,0.83,0.91,08:39:00,,,0.7,151.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,240.0,15323.292696,ft,21.081999999999997,in,23.114,in,12.0,240.0,,True,True,False,15357.57031291854
14060.0,,0.344,-14.56,25.98,50273.28,metal loss,External,18.0,0.062,,,0.79,1.26,09:18:00,,,0.7,151.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.54,2041.81,,,,,,,270.0,15323.295744000001,ft,20.066,in,32.004,in,18.0,270.0,,True,True,False,15357.573362383155
14060.0,,,,,50273.51,Attachment,,,,,,,,06:00:00,Repair Marker 2012 Dig #36 Recoat,,,151.5,,,,,,,,,,,,,,,,180.0,15323.365848000001,ft,,in,,in,,180.0,,True,False,False,15357.643500069295
14060.0,,0.344,-14.96,25.58,50273.68,metal loss,External,17.0,0.058,,,0.71,1.3,08:42:00,Recoat,,0.7,151.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.79,2043.55,,,,,,,240.0,15323.417664,ft,18.034,in,33.019999999999996,in,17.0,240.0,,True,True,False,15357.695340967744
14060.0,,0.344,-15.44,25.1,50274.16,metal loss,External,16.0,0.055,,,1.3,1.61,04:14:00,Recoat,,0.7,151.64,,MFL-A/XT,,1160.0,65000.0,,1342.0,1463.51,2032.05,,,,,,,120.0,15323.563968000002,ft,33.019999999999996,in,40.894,in,16.0,120.0,,True,True,False,15357.841715269255
14060.0,,0.344,-16.02,24.53,50274.74,metal loss,External,11.0,0.038,,,0.67,1.22,01:57:00,Recoat,,0.7,151.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,30.0,15323.740752,ft,17.018,in,30.987999999999996,in,11.0,30.0,,True,True,False,15358.018584216908
14060.0,,0.344,-16.29,24.25,50275.01,metal loss,External,20.0,0.069,,,2.17,1.58,02:43:00,Recoat,,0.7,151.81,,MFL-A/XT,,1160.0,65000.0,,1342.0,1438.24,1996.95,1504.84,2089.43,1507.08,2092.54,0.77,1.8,60.0,15323.823048000002,ft,55.117999999999995,in,40.132,in,20.0,60.0,,True,True,False,15358.10091976151
14060.0,,0.344,-16.6,23.94,50275.32,metal loss,External,19.0,0.065,,,2.21,1.18,02:08:00,Recoat,,0.7,151.87,,MFL-A/XT,,1160.0,65000.0,,1342.0,1439.48,1998.68,,,,,,,60.0,15323.917536,ft,56.13399999999999,in,29.971999999999998,in,19.0,60.0,,True,True,False,15358.195453164566
14060.0,,0.344,-16.69,23.86,50275.41,metal loss,External,18.0,0.062,,,1.22,1.53,04:06:00,Recoat,,0.7,151.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,1463.13,2031.51,,,,,,,120.0,15323.944968000002,ft,30.987999999999996,in,38.862,in,18.0,120.0,,True,True,False,15358.2228983461
14060.0,,0.344,-16.97,23.57,50275.69,metal loss,External,10.0,0.034,,,1.06,1.26,04:08:00,Recoat,,0.7,151.95,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,15324.030312,ft,26.924,in,32.004,in,10.0,120.0,,True,True,False,15358.30828335531
14060.0,,0.344,-17.03,23.52,50275.75,metal loss,External,11.0,0.038,,,0.63,0.98,04:38:00,Recoat,,0.7,151.96,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,15324.0486,ft,16.002,in,24.892,in,11.0,120.0,,True,True,False,15358.326580142999
14060.0,,,,,50276.01,Area Start Sleeve,,,,,,,,,2012 Dig #36,,,152.01,,,,,,,,,,,,,,,,,15324.127848000002,ft,,in,,in,,,,False,False,False,15358.405866222985
14060.0,,,,,50280.84,Area End Sleeve,,,,,,,,,2012 Dig #36,,,152.86,,,,,,,,,,,,,,,,,15325.600032,ft,,in,,in,,,,False,False,False,15359.87875763191
14060.0,,,,,50282.01,Area Start Composite Wrap,,,,,,,,,Repair Marker @12:00,,,153.05,,,,,,,,,,,,,,,,,15325.956648000001,ft,,in,,in,,,,False,False,False,15360.235544991838
14060.0,,0.344,-24.17,16.37,50282.89,metal loss,External,59.0,0.203,,,0.67,1.14,04:58:00,Repaired?,,0.7,153.18,,MFL-A/XT,,1160.0,65000.0,,1342.0,1456.2,2021.89,1522.89,2114.49,1527.88,2121.42,0.76,1.82,120.0,15326.224872,ft,17.018,in,28.955999999999996,in,59.0,120.0,,True,True,False,15360.503897877936
14060.0,,,,,50283.46,Area End Composite Wrap,,,,,,,,,Repair Marker @12:00,,,153.26,,,,,,,,,,,,,,,,,15326.398608000001,ft,,in,,in,,,,False,False,False,15360.677717360977
14060.0,,,,,50284.59,Attachment,,,,,,,,06:00:00,Repair Marker 2012 Dig #36 Recoat,,,153.42,,,,,,,,,,,,,,,,180.0,15326.743032,ft,,in,,in,,180.0,,True,False,False,15361.022306862444
14070.0,16.91,0.344,,,50299.26,GirthWeld,,,,,,,,,,,0.7,154.96,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15331.214448,ft,,in,,in,,,,False,False,False,15365.49587145229
14080.0,39.99,0.344,,,50316.17,GirthWeld,,,,,,,,,,,0.7,156.6,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15336.368616,ft,,in,,in,,,,False,False,False,15370.65251611584
14090.0,40.06,0.344,,,50356.17,GirthWeld,,,,,,,,,,,0.7,158.98,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15348.560616,ft,,in,,in,,,,False,False,False,15382.850374574864
14100.0,40.07,0.344,,,50396.23,GirthWeld,,,,,,,,,,,0.7,159.62,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15360.770904,ft,,in,,in,,,,False,False,False,15395.066529821575
14100.0,,,,,50424.84,AGM,,,,,,,,,AGM#20 AT PLM/ ON ROW,,,159.06,,,,,,,,,,,,,,,,,15369.491232,ft,,in,,in,,,,False,False,False,15403.791048084391
14110.0,40.08,0.344,,,50436.3,GirthWeld,,,,,,,,,,1.0,1.0,158.76,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15372.984240000002,ft,,in,,in,,,,False,False,False,15407.285734532901
14110.0,,0.344,-39.22,0.87,50475.51,metal loss,External,13.0,0.045,,,0.51,1.42,06:59:00,,,1.0,157.61,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.43,2047.21,,,,,,,180.0,15384.935448000002,ft,12.953999999999999,in,36.068,in,13.0,180.0,,True,True,False,15419.24268528736
14120.0,36.36,0.344,,,50476.38,GirthWeld,,,,,,,,,,,0.7,157.58,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15385.200624,ft,,in,,in,,,,False,False,False,15419.50798870884
14130.0,40.03,0.344,,,50512.74,GirthWeld,,,,,,,,,,,0.7,156.36,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15396.283152,ft,,in,,in,,,,False,False,False,15430.595842048093
14140.0,40.09,0.344,,,50552.77,GirthWeld,,,,,,,,,,,0.7,154.51,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15408.484296,ft,,in,,in,,,,False,False,False,15442.80284890096
14150.0,39.9,0.344,,,50592.86,GirthWeld,,,,,,,,,,,0.7,152.63,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15420.703728,ft,,in,,in,,,,False,False,False,15455.028152541514
14160.0,40.07,0.344,,,50632.76,GirthWeld,,,,,,,,,,,0.7,150.65,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15432.865248000002,ft,,in,,in,,,,False,False,False,15467.19551635439
14170.0,40.05,0.344,,,50672.84,GirthWeld,,,,,,,,,,,1.0,149.19,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15445.081632,ft,,in,,in,,,,False,False,False,15479.417770530328
14180.0,40.04,0.344,,,50712.88,GirthWeld,,,,,,,,,,,1.0,147.67,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15457.285824,ft,,in,,in,,,,False,False,False,15491.62782684781
14190.0,40.08,0.344,,,50752.92,GirthWeld,,,,,,,,,,,0.7,145.63,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15469.490016,ft,,in,,in,,,,False,False,False,15503.837883165292
14200.0,40.07,0.344,,,50793.0,GirthWeld,,,,,,,,,,2.0,0.7,143.5,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15481.706400000001,ft,,in,,in,,,,False,False,False,15516.060137341234
14200.0,,0.344,-27.9,12.17,50820.9,metal loss manufacturing,,12.0,0.041,,,0.39,0.59,10:00:00,,,0.7,141.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,300.0,15490.210320000002,ft,9.906,in,14.985999999999999,in,12.0,300.0,,True,True,False,15524.568143616403
14200.0,,0.344,-28.08,12.0,50821.08,metal loss manufacturing,,19.0,0.065,,,0.35,0.71,06:31:00,,,0.7,141.53,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,15490.265184000002,ft,8.889999999999999,in,18.034,in,19.0,180.0,,True,True,False,15524.623033979467
14210.0,40.1,0.344,,,50833.08,GirthWeld,,,,,,,,,,,0.7,140.45,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15493.922784000002,ft,,in,,in,,,,False,False,False,15528.282391517176
14220.0,40.04,0.344,,,50873.18,GirthWeld,,,,,,,,,,,0.7,136.65,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15506.145264,ft,,in,,in,,,,False,False,False,15540.510744622343
14230.0,40.06,0.344,,,50913.22,GirthWeld,,,,,,,,,,,0.7,133.25,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15518.349456000002,ft,,in,,in,,,,False,False,False,15552.720800939825
14230.0,,,,,50939.78,Attachment,,,,,,,,06:00:00,Repair Marker,,,131.08,,,,,,,,,,,,,,,,180.0,15526.444944,ft,,in,,in,,180.0,,True,False,False,15560.820178956616
14230.0,,,,,50940.45,Area Start Sleeve,,,,,,,,,2012 Dig #37,,,131.02,,,,,,,,,,,,,,,,,15526.649159999999,ft,,in,,in,,,,False,False,False,15561.024493085803
14230.0,,,,,50942.44,Area End Sleeve,,,,,,,,,2012 Dig #37,,,130.84,,,,,,,,,,,,,,,,,15527.255712000002,ft,,in,,in,,,,False,False,False,15561.631336544142
14230.0,,,,,50943.39,Attachment,,,,,,,,06:00:00,Repair Marker,,,130.74,,,,,,,,,,,,,,,,180.0,15527.545272000001,ft,,in,,in,,180.0,,True,False,False,15561.921035682542
14240.0,39.49,0.344,,,50953.27,GirthWeld,,,,,,,,,,,0.7,129.6,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15530.556696,ft,,in,,in,,,,False,False,False,15564.93390672192
14250.0,40.0,0.344,,,50992.77,GirthWeld,,,,,,,,,,,0.7,124.35,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15542.596296,ft,,in,,in,,,,False,False,False,15576.979291950205
14260.0,40.03,0.344,,,51032.76,GirthWeld,,,,,,,,,,,0.7,116.88,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15554.785248000002,ft,,in,,in,,,,False,False,False,15589.174100944614
14270.0,40.07,0.344,,,51072.79,GirthWeld,,,,,,,,,,,1.0,112.95,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15566.986392,ft,,in,,in,,,,False,False,False,15601.38110779748
14280.0,40.14,0.344,,,51112.86,GirthWeld,,,,,,,,,,,0.7,109.47,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15579.199728000001,ft,,in,,in,,,,False,False,False,15613.600312508806
14290.0,39.9,0.344,,,51153.01,GirthWeld,,,,,,,,,,,1.0,104.03,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15591.437448,ft,,in,,in,,,,False,False,False,15625.843912937049
14300.0,38.93,0.344,,,51192.91,GirthWeld,,,,,,,,,,1.0,0.7,97.43,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15603.598968000002,ft,,in,,in,,,,False,False,False,15638.011276749925
14300.0,,0.344,-11.05,27.88,51203.96,metal loss manufacturing,,14.0,0.048,,,0.35,0.63,10:34:00,,,0.7,95.52,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,300.0,15606.967008,ft,8.889999999999999,in,16.002,in,14.0,300.0,,True,True,False,15641.380935149227
14310.0,40.21,0.344,,,51231.84,GirthWeld,,,,,,,,,,8.0,0.7,90.5,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15615.464832,ft,,in,,in,,,,False,False,False,15649.882842495166
14310.0,,0.344,-39.37,0.84,51271.21,cluster,External,22.0,0.076,,,1.26,5.26,07:26:00,,,0.7,84.58,,,,1160.0,65000.0,,1342.0,1458.89,2025.63,1529.06,2123.07,1529.63,2123.85,0.76,1.83,210.0,15627.464808,ft,32.004,in,133.60399999999998,in,22.0,210.0,,True,True,False,15661.88858468346
14310.0,,0.344,-39.38,0.84,51271.22,metal loss,External,12.0,0.041,,,0.75,0.71,06:52:00,,,0.7,84.58,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,15627.467856000001,ft,19.049999999999997,in,18.034,in,12.0,180.0,,True,True,False,15661.891634148076
14310.0,,0.344,-39.6,0.61,51271.44,metal loss,External,11.0,0.038,,,0.75,2.17,05:14:00,,,0.7,84.55,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,15627.534912000001,ft,19.049999999999997,in,55.117999999999995,in,11.0,150.0,,True,True,False,15661.9587223696
14310.0,,0.344,-39.83,0.38,51271.67,metal loss,External,15.0,0.052,,,0.51,0.79,06:21:00,,,0.7,84.52,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.13,2046.79,,,,,,,180.0,15627.605016,ft,12.953999999999999,in,20.066,in,15.0,180.0,,True,True,False,15662.028860055738
14310.0,,0.344,-39.93,0.28,51271.78,metal loss,External,12.0,0.041,,,0.55,0.75,08:15:00,,,0.7,84.51,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,240.0,15627.638544000001,ft,13.97,in,19.049999999999997,in,12.0,240.0,,True,True,False,15662.062404166501
14310.0,,0.344,-40.0,0.22,51271.84,metal loss,External,25.0,0.086,,,0.75,5.12,03:56:00,near girth weld,,0.7,84.5,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.63,2039.15,1540.04,2138.31,1540.78,2139.34,0.75,1.84,90.0,15627.656832,ft,19.049999999999997,in,130.048,in,25.0,90.0,,True,True,False,15662.08070095419
14310.0,,0.344,-40.0,0.21,51271.84,metal loss,External,14.0,0.048,,,0.91,6.81,05:36:00,near girth weld,,0.7,84.5,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.45,2041.68,,,,,,,150.0,15627.656832,ft,23.114,in,172.974,in,14.0,150.0,,True,True,False,15662.08070095419
14310.0,,0.344,-40.11,0.11,51271.95,metal loss,External,10.0,0.034,,,0.59,10.08,06:18:00,affecting girth weld,,0.7,84.49,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,15627.69036,ft,14.985999999999999,in,256.032,in,10.0,180.0,,True,True,False,15662.114245064953
14320.0,7.25,0.5,,,51272.06,GirthWeld,,,,,,,,,,,0.7,84.48,,,,1160.0,60000.0,,1800.0,,,,,,,,,,15627.723888,ft,,in,,in,,,,False,False,False,15662.147789175715
14320.0,,,,,51276.11,Bend,,,,,,,,,5.5D -  17° - Over,,,83.7,,,,,,,,,,,,,,,,,15628.958328,ft,,in,,in,,,,False,False,False,15663.38282234469
14330.0,13.76,0.344,,,51279.3,GirthWeld,,,,,,,,,,,0.7,82.36,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15629.930640000002,ft,,in,,in,,,,False,False,False,15664.3556015568
14340.0,12.46,0.5,,,51293.06,GirthWeld,,,,,,,,,,,1.0,76.32,,,,1160.0,60000.0,,1800.0,,,,,,,,,,15634.124688,ft,,in,,in,,,,False,False,False,15668.551664866702
14340.0,,,,,51299.86,Bend,,,,,,,,,5.9D -  39° - Sag,,,74.48,,,,,,,,,,,,,,,,,15636.197328,ft,,in,,in,,,,False,False,False,15670.625300804735
14350.0,11.0,0.344,,,51305.52,GirthWeld,,,,,,,,,,,0.7,75.96,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15637.922496,ft,,in,,in,,,,False,False,False,15672.351297776686
14360.0,7.23,0.5,,,51316.52,GirthWeld,,,,,,,,,,,0.7,80.49,,,,1160.0,60000.0,,1800.0,,,,,,,,,,15641.275296,ft,,in,,in,,,,False,False,False,15675.705708852918
14360.0,,,,,51319.96,Bend,,,,,,,,,4.8D -  23° - Over,,,81.73,,,,,,,,,,,,,,,,,15642.323808000001,ft,,in,,in,,,,False,False,False,15676.754724680395
14370.0,40.41,0.344,,,51323.75,GirthWeld,,,,,,,,,,,0.7,82.14,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15643.479000000001,ft,,in,,in,,,,False,False,False,15677.910471769386
14380.0,39.32,0.344,,,51364.16,GirthWeld,,,,,,,,,,,0.7,86.52,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15655.795968000002,ft,,in,,in,,,,False,False,False,15690.233358277615
14390.0,10.84,0.344,,,51403.48,GirthWeld,,,,,,,,,,,0.7,91.92,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15667.780704000003,ft,,in,,in,,,,False,False,False,15702.223853142836
14400.0,31.83,0.344,,,51414.32,GirthWeld,,,,,,,,,,,0.7,93.47,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15671.084736,ft,,in,,in,,,,False,False,False,15705.529472785229
14410.0,29.58,0.344,,,51446.15,GirthWeld,,,,,,,,,,,0.7,98.13,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15680.786520000001,ft,,in,,in,,,,False,False,False,15715.235918653996
14420.0,10.49,0.344,,,51475.73,GirthWeld,,,,,,,,,,,0.7,100.33,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15689.802504000001,ft,,in,,in,,,,False,False,False,15724.256234984443
14430.0,40.08,0.344,,,51486.22,GirthWeld,,,,,,,,,,,0.7,100.84,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15692.999856,ft,,in,,in,,,,False,False,False,15727.45512336532
14440.0,40.25,0.344,,,51526.3,GirthWeld,,,,,,,,,,,1.0,101.6,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15705.216240000002,ft,,in,,in,,,,False,False,False,15739.677377541262
14450.0,40.26,0.344,,,51566.55,GirthWeld,,,,,,,,,,,0.7,96.45,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15717.484440000002,ft,,in,,in,,,,False,False,False,15751.951472615654
14460.0,11.57,0.5,,,51606.81,GirthWeld,,,,,,,,,,,1.0,82.3,,,,1160.0,60000.0,,1800.0,,,,,,,,,,15729.755688,ft,,in,,in,,,,False,False,False,15764.228617154657
14460.0,,,,,51613.0,Bend,,,,,,,,,5.8D -  35° - Sag,,,80.82,,,,,,,,,,,,,,,,,15731.6424,ft,,in,,in,,,,False,False,False,15766.116235751193
14470.0,40.41,0.344,,,51618.37,GirthWeld,,,,,,,,,,3.0,0.7,82.2,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15733.279176000002,ft,,in,,in,,,,False,False,False,15767.753798249318
14470.0,,0.344,-21.63,18.78,51640.0,cluster,External,71.0,0.244,,,0.88,4.48,11:35:00,,,0.7,90.01,,,,1160.0,65000.0,,1342.0,1431.83,1988.06,1486.67,2064.2,1508.11,2093.97,0.78,1.78,330.0,15739.872000000001,ft,22.352,in,113.792,in,71.0,330.0,,True,True,False,15774.349790211032
14470.0,,0.344,-21.9,18.51,51640.27,metal loss,External,57.0,0.196,,,0.83,1.34,12:09:00,,,0.7,90.11,,MFL-A/XT,,1160.0,65000.0,,1342.0,1448.11,2010.67,1512.87,2100.59,1519.56,2109.87,0.77,1.81,0.0,15739.954296,ft,21.081999999999997,in,34.036,in,57.0,0.0,,True,True,False,15774.43212575563
14470.0,,0.344,-24.25,16.15,51642.63,metal loss,External,10.0,0.034,,,0.83,1.26,05:27:00,,,0.7,90.95,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,15740.673624,ft,21.081999999999997,in,32.004,in,10.0,150.0,,True,True,False,15775.151799404712
14480.0,18.52,0.344,,,51658.78,GirthWeld,,,,,,,,,,,1.0,96.69,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15745.596144000001,ft,,in,,in,,,,False,False,False,15780.076684757543
14490.0,13.08,0.344,,,51677.3,GirthWeld,,,,,,,,,,,0.7,102.34,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15751.24104,ft,,in,,in,,,,False,False,False,15785.724293224072
14500.0,26.56,0.344,,,51690.38,GirthWeld,,,,,,,,,,1.0,0.7,105.39,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15755.227824,ft,,in,,in,,,,False,False,False,15789.71299294017
14500.0,,0.344,-1.26,25.31,51691.64,metal loss,External,20.0,0.069,,,0.83,1.42,06:20:00,,,0.7,105.61,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.05,2039.74,1540.61,2139.09,1541.02,2139.67,0.75,1.84,180.0,15755.611872000001,ft,21.081999999999997,in,36.068,in,20.0,180.0,,True,True,False,15790.097225481632
14510.0,39.61,0.344,,,51716.94,GirthWeld,,,,,,,,,,,0.7,109.59,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15763.323312000002,ft,,in,,in,,,,False,False,False,15797.812370956963
14520.0,19.9,0.344,,,51756.55,GirthWeld,,,,,,,,,,,0.7,114.46,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15775.396440000002,ft,,in,,in,,,,False,False,False,15809.89130029601
14530.0,28.21,0.344,,,51776.45,GirthWeld,,,,,,,,,,,0.7,116.38,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15781.46196,ft,,in,,in,,,,False,False,False,15815.959734879372
14540.0,39.93,0.344,,,51804.66,GirthWeld,,,,,,,,,,,1.0,118.38,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15790.060368000002,ft,,in,,in,,,,False,False,False,15824.5622745576
14550.0,31.99,0.344,,,51844.58,GirthWeld,,,,,,,,,,,1.0,120.06,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15802.227984000001,ft,,in,,in,,,,False,False,False,15836.735737299703
14560.0,40.08,0.344,,,51876.58,GirthWeld,,,,,,,,,,,1.0,121.55,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15811.981584000001,ft,,in,,in,,,,False,False,False,15846.49402406692
14570.0,32.94,0.344,,,51916.65,GirthWeld,,,,,,,,,,,0.7,123.08,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15824.194920000002,ft,,in,,in,,,,False,False,False,15858.713228778248
14580.0,23.52,0.344,,,51949.59,GirthWeld,,,,,,,,,,,0.7,124.21,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15834.235032,ft,,in,,in,,,,False,False,False,15868.758165219251
14590.0,40.03,0.344,,,51973.11,GirthWeld,,,,,,,,,,1.0,0.7,125.12,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15841.403928000002,ft,,in,,in,,,,False,False,False,15875.930505993158
14590.0,,0.344,-1.35,38.68,51974.46,metal loss,External,10.0,0.034,,,0.51,0.94,07:00:00,,,0.7,125.16,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,15841.815408,ft,12.953999999999999,in,23.875999999999998,in,10.0,210.0,,True,True,False,15876.342183716148
14600.0,40.0,0.344,,,52013.14,GirthWeld,,,,,,,,,,,0.7,126.17,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15853.605072,ft,,in,,in,,,,False,False,False,15888.137512846022
14610.0,40.01,0.344,,,52053.14,GirthWeld,,,,,,,,,,,0.7,127.46,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15865.797072000001,ft,,in,,in,,,,False,False,False,15900.335371305046
14620.0,40.06,0.344,,,52093.15,GirthWeld,,,,,,,,,,,0.7,128.15,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15877.99212,ft,,in,,in,,,,False,False,False,15912.536279228683
14630.0,40.01,0.344,,,52133.21,GirthWeld,,,,,,,,,,,0.7,127.9,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15890.202408000001,ft,,in,,in,,,,False,False,False,15924.752434475393
14640.0,39.87,0.344,,,52173.21,GirthWeld,,,,,,,,,,,0.7,127.59,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15902.394408,ft,,in,,in,,,,False,False,False,15936.950292934414
14650.0,40.03,0.344,,,52213.09,GirthWeld,,,,,,,,,,2.0,1.0,127.49,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15914.549832,ft,,in,,in,,,,False,False,False,15949.111557818062
14650.0,,0.344,-38.78,1.25,52251.87,metal loss,External,15.0,0.052,,,2.05,2.28,07:58:00,,,1.0,127.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,1450.85,2014.47,,,,,,,210.0,15926.369976000002,ft,52.06999999999999,in,57.91199999999999,in,15.0,210.0,,True,True,False,15960.937381594083
14650.0,,0.344,-38.8,1.23,52251.88,metal loss,External,12.0,0.041,,,1.97,0.98,07:29:00,,,1.0,127.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,15926.373024,ft,50.038,in,24.892,in,12.0,210.0,,True,True,False,15960.940431058698
14660.0,40.05,0.344,,,52253.12,GirthWeld,,,,,,,,,,,0.7,127.48,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15926.750976000001,ft,,in,,in,,,,False,False,False,15961.318564670928
14670.0,40.06,0.344,,,52293.16,GirthWeld,,,,,,,,,,,0.7,127.64,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15938.955168000002,ft,,in,,in,,,,False,False,False,15973.52862098841
14680.0,40.1,0.344,,,52333.22,GirthWeld,,,,,,,,,,,0.7,129.14,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15951.165456,ft,,in,,in,,,,False,False,False,15985.74477623512
14690.0,40.02,0.344,,,52373.33,GirthWeld,,,,,,,,,,,0.7,130.88,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15963.390984000001,ft,,in,,in,,,,False,False,False,15997.976178804905
14700.0,40.09,0.344,,,52413.34,GirthWeld,,,,,,,,,,,1.0,132.88,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15975.586032,ft,,in,,in,,,,False,False,False,16010.177086728541
